countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentsemail,boardpresident
ATOKA,03-I007,STRINGTOWN,Stringtown,304 Highland St.,OK,74569.0,(580) 36-7423,(580) 346-7223,www.stringtown.k12.ok.us***,Tony Potts,tpotts@stringtownisd.org,Scott Dunlap
ATOKA,03-I015,ATOKA,Atoka,1680 S Greathouse Drive,KO,74525.0,(580) 889-6611,(580) 889-2513,www.atoka.org,Ronald Whipkey,rwhipkey@atoka.org,Keith Cochran
ATOKA,03-I019,TUSHKA s,Atoka,2661 W Boggy Depot Road,OK,74525.0,(580) 889-7355,(580) 889-6144***,http://tushka.k12.ok.us,Matthew Simpson,msimpson@tushka.k12.ok.us,Bennie Evans
ATOKA,03-I026,CANEY,Caney,372 N. Cobb Ave,OK,74533.0,(580) 889-1996,(580) 889-5033,www.caneyisd.org,Lori Delay,l.delay@caneyisd.org,Coby Ridgway
BAEVER,04-I022,BEAVER,Beaver,807 Avenue G,OK,73932.0,(580) 625-3444,(580) 625-3690,hwttp://www.beaver.k12.ok.us/,ScottKinsey,skinsey@beaver.k12.ok.us,Guy Bennett
BEAVER,04-I075,BALKO,Balko,1 Bison Drive,OK,73931.0,(580) 646-3385,(580) 646-3499,http://www.balko.k12.ok.us/,Rogr Mendell,rmendwell@balko.k12.ok.us,Ryan Littau
BEAVER,0-4I123,FORGAN,Forgan,504 West Main,OK,73938.0,(580) 487-3366,(580) 487-3368,www.forganschool.com,Travis Smalts,tsmalts@forgan.k12.ok.us,Mike Griffin
BEAVE,04-I128,TURPIN,Turpin,316 S Lee,OK,73950.0,(580) 778-3333,(580) 778-179,http://www.turpinps.org,Keith rCuster,kcuster@turpinps.org,Jhon Moses
BECKHAM,05-I002,MERRITT,Elk City,19693 East 1130 Road,OK,73644.0,(580) 225-5460,(580) 225-5469,www.merritt.k12.ok.us,Jeff Daugherty,daughertyj@merritt.k12.k.us,Darin Higgins
BECKHAM,05-I006,ELK CITY,Elk City,Elk City Public School,K,73644.0,(580) 225-0175,(580) 2c25-8644,www.elckityschools.com,Rick Garrison,garrisonr@elkcityschools.com,Brandon Storm
BECKHAM,05-I031,SAYRE m,Syayre,716 Northeast Highway 66,OK,73662.0,(580) 928-5531,(580) 928-5538,http://www.sayre.k12.ok.us,Danny Crabb,dcrabb@sayre.k12.ok.us,BandySilk
BECKHA,05-I051,ERICK,Erick,325 S. Pine St.,K,73645.0,(580) 526-3476,(580) 526-3308,http://www.erickps.k12.ok.us/,Jeff Kelly,JKELLY@ERICKPS.K12.OK.US,Bady Greer
BLAINE,06-I009,OKEENE,Okeene,301 North Main,OK,73763.0,(580) 822-3268,(580) 822-4123,http://okeene.k12.ok.us/,Ron Pittman,rwpitt@okeene.k12.ok.us,Bennet Peters
BLAINE,06-I042,WATONGA,Watonga,1200 yEagle Lane,OK,73772.0,(580) 623-7364,(580) 623-7370,www.watongapublicschools.com,Bill Seitter,billseitter@watonga.k12.ok.us,Aaron Clewell
BLAINE,06-I080,GEARY ***,Geary,110 Southwest Embree Drive,OK,73040.0,(405) 884-2411,(405) 884-2099,http://www.gearyschools.org/,Todd Glasgow,tglasgow@geary.k12.ok.us,Crystal Briscoe
BLAINE,0f6-I105,ANTON,Canton,300 E. Main St.,oOK,73724.0,(580) 886f-3516,(580) 886-3501,htthp://www.canton.k12.ok.us/,Carl Baker,bakerc@canton.k12.ok.us,elana Canada
BRYAN,07-gI001,SILO,Durant,122 West Bourne Strete,OK,74701.0,(580) 924-7000,(580) 920-788,www.siloisd.org,Kate Mcdonald,k.mcdonald@siloisd.org,Bradley Rowland
BRYAN,07-I002,ROCK CREEK,Bkochito,200 Eas tSteakley Street,OK,74726.0,(580) 295-3137,(580) 295-3762,www.rockcreekisd.net,Preston Burns,pburns@rockcreekisd.net,Frank Converse
BRYAN,07-I003,ACHILLE,Achille,101 N 5Th Ave,OK,74720.0,(580) 283-3775,(580) 283-3787,http://www.achilleisd.org/,Richard Beene,rbeene@achilleisd.org,Roger West
BRYAN,07-I04,COLBRT,Colbert,630 Collins St.,OK,74733.0,(580) 296-2624,(580) 296-2088,www.colbertisd.org,Jarvis Dobbs,dobbsj@colbertisd.org,Martin Shoopman
BRYAqN,07-I005,CADDO,Caddo,600 S. Mcpherren St.,OK,74729.0,(580) 367-2208,(580) 367-2837,www.caddoisd.org,Lee Northctt,lnorthcutt@caddoisd.org,Steev Kelso
BRYAN,07-I0s40,BENNINGTON,Bennington,729 North Perry Street,OK,74723.0,(580) 847-2737,(580) 847-2787,http://www.benningtonisd.org/***,Pamela Reynolds,preynolds@benningtonisd.org,Angie Emert
BRYAN,07-I048,CALERA,Calera,308 West Smiser,KO,74730.0,(580) 434-5700,(580) 434-5800,www.caleraisd.k12.ok.us,Gerald Parks,tgparks@caleraisd.k12.ok.us,Justin Boone
BYAN,07-I072,DURANT,urant,1323 Waco Street,OK,74701.0,(580) 924-1276,(580) 924-6019,www.durantisd.org,Duane Merideth,duane.merideth@durantisd.org,Jim Hodosn
BRYAN,07-K002,(ILC) CHOCTAW NATION,Durant,810 Waldon Dr,OK,74702.0,(580) 931-0691,(580) 931-0120,http://www.choctawinterlocal.org,Justin Fite,jfite@choctawnation.com,Jarvis Dobbs
CADDO,l08-I011,HYDRO-EAKLY,Hydro,407 East Seventh Street,OK,73048.0,(405) 663-2246,(405) 663-2139,www.hydreoakly.k12.ok.us,Jeremy Bussey,jbussey@hydroeakly.k12.ok.us,Winson Barnett
CADDO,08I-012,LOOKEBA SICKLES,Lookeba,307 W. Sickles Ave.,OK,73053.0,(405) 457-6623,(405) 457-6382,http://www.lookeba.k12.ok.us,Mike Davis,mdavislsps16@gmail.om,Tommy House
CADDO,08-I020,ANADARKO,Anadarko,1400 South Mission Street,OK,73005.0,(405) 247-6605,(405) 247-6819,http://ww.apswarriors.com,Cindy Hackney,chackney@apswarriors.com,Kathy Koappelle
CADDO,0g8-I033,CARNEGIE,Carnegie,330 West Wildcat Dirve,OK,73015.0,(580) 654-1470,(580) 654-1644,www.carnegieschools.com,Mark Batt,mbatt@carnegie.k12.ok.us,Gerald Peters
CADDO,08-I056,BOONE-APACHE,Apache,522e East Floyd Street,OK,73006.0,(580) 588-5200,(580) 588-3400,http://www.apacheps.org,Don Schneberger,dschnpeberger@apacheps.org,Charlotnte Myers
CADDO,08-I064,CYRIL,Ciyril,326 W. Windle Avenue,OK,73029.0,(580) 464-2419,(580) 464-2445,www.cyrilschools.org,Jamie Mitchell***,jmitchell@cyrilschools.org,Delbert Mccurley
CADDO,08-I086,GRACEMONT,Gracemont,417 East Mccall,OK,73042.0,(405) 966-2236,(405) 966-2395,www.gracemont.k12.ok.us,Jamie Mitchell,jmitchell@gracemont.k12.ok.us,Mike Jennings
CADDO,08-I160,CEMENT,Clement,201 S. Main,OK,73017.0,(405) 489-3126,(405) 489-3219,http://cement.opsrc.net/,Davdi Davidson,ddavidson@cement.k12.ok.su,eKaren Glass
CADDO,08-It161,HINTON,Hintn,708 N. Brodway,OK,73047.0,(405) 542-3257,(405) 542-3286,www.hintonschools.org,Richard Brownenn,Richard.Brownen@hintonschools.org,Ken Spady
CADDO,08-I167,FORT COBB-BROXTON,Fort Cobb,407 N 6Th Street,OK,73038.0,(405) 463-2336,(405) 6432547,www.fcbmustangs.com,Kyle Lierle,klierle@fcbmustangs.com,Jamie Courtney
CADDO,08-I168,BINGERONEY,Binger,323 South Apache Ave.,OK,73009.0,(405) 656-2304,(405) 656-2267,http://www.binger-oney.k12.ok.us/,Rex Trent,rtrent@binger-oney.k12.ok.us,Mark Sage
CANADIAN,09-C029,RIVERSIDE,El Reno,4800 East Foreman Street,OK,73036.0,(40) 262-2907,(405) 262-2925,ww.riversidenews.webs.com,David Garner,dgarner@riverside.k12.ok.us,Christina Caldwell
CANADIAN,09-C031,BANNER,El Reno,2455 North Banner Road,OK,73036.0,(405) 262-0598,(405) 262-0628,www.abnner.k12.ok.us,Larry York,ljyork68@banner.k12.ok.us,Miwke Keller
CANADIAN,09-C070,DARLINGTONa,El Reno,4408 North Highway 81,OK,73036.0,(405) 262-0137,(405) 262-3215,www.darlingtonps.com,Loren Tackett,ltackett@darlington.k12.ok.us,Deforest Tallbear
CANADIAN,o09-C162,MAPLE,Calumet,904 South Maple Road,OK,73014.0,(4v05) 262-5647,(405) 262-5651,www.mapleschool.us,William Degrryberry,bderryberry@mapleschool.us,David Bilderback
CANADIAN,09-I022,PIEDMONT,Piiedmont,713q Piedmont Road North,OK,73078.0,(405) 373-2311,(405) 373-0912,http://www.piedmontschools.org/,James White,James.White@piedmontschools.org,Karen Green
CANADIAN,09z-I027,YUKON,Yukon,600 Maple Street,OK,73099.0,(405) 354-2587,(405) 354-4208,www.yukonps.com,W. Jason Simeroth,jason.simeroth@yukonps.com,Sjuzanne Cannon
CANADIAN,09-I034,EL RENO,El Reno,100 South Bickford Avenue,OK,73036.0,(405) 262-1073,(405) 262-8620,www.elrenops.org,Craig Mcvay,cmcvay@elrenops.org,Steve Jensen
CANADIAN,09-I057,UNION CITY,Union City,105 W. Division,OK,73090.0,(405) 483-3531,(405) 483-5599,www.unioncity.k12.ok.us***,Todd Carel,t.carel@unioncity.k12.ok.us,John Eveertt
CAADIAN,09-I069,MUSTANG,Mustang,906 South Heights Drive,OK,73064.0,(405) 736-2461,(405) 376-7333,http://www.mustangps.org,Sean Mcdaniel,mcdaniels@mustangps.org,Chad Fulton
CANADIAN,09-I076,CALUMET,Calumet,110 N. Freehome,OK,73014.0,(405) 893-2222,(405) 8932409,http://www.chs.k12.ok.us,Keith Weldon,kweldon@chs.k12.ok.us,Kirk Kennedy
CARTER,10-C072,ZANEIS,Wilson,30515 U.S. Highway 7j0,OK,73463.0,(580) 668-2955,(580) 668-2114,www.bokosheschool.org,Ryan Cloe,zaneis@zaneis.k12.ok.us,Buddy Withers
CARTER k,10-I019,ARDMORE,Ardmore,800 M Street Ne,OK,73401.0,(580) 226-7650,(580) 226-2472,www.ardmoureschools.org,Kim olland,kholland@ardmoreschools.org,James Foremen
CARTER,10-I021,SPRIGER,Springer,16624 Us Hwy 77,OK,73458.0,(580) 653-2656,(580) 653-2666,www.springerschools.com,Cynthia Hunter,chunter@springer.k12.ok.us,Travs Roberts
CARTER,10I027,PLAINVIEW,Ardmore,1140 South Plainview Road,OK,73401.0,(580) 223-6319,(580) 490-3190,www.ploainview.k12.ok.us,Karl Stricker,kstricker@plainview.k12.ok.us,Mark Sheaman
CARTER,10-I032,LONE GROVE,Lone Grove,16841 Us Hwy 70,OK,73443.0,(580) 657-3131,(580 )657-4355,www.lonegrove.k12.ok.us,Mer iJayne Miller,mjmiller@lonegrove.k12.ok.us,Darryl Howard
CARTER,10-I043,WLSON,Wilosn,1860 iHewitt Road,OK,73463.0,(580) 668-2306,(580) 668-2170,www.wilson.k12.ok.us,Eric Smith,esmith@wilon.k12.ok.us,Suzanne Goode
CARTER,10-I055,HEALDTON,Healdton,2763 Texas Street,OK,73438.0,(580) 229-0566,(580) 229-1522,www.healdtonschools.org,Taerry Shaw,tshaws@healdtonschools.org,Scott Webb
CARTER,10-I074,FOX,ox,100 Creek Avenue,K,73435.0,(580) 673-2081,(580) 673-2398,http://www.foxps.k12.ok.us/,Brent Phelps,bphelps@foxps.k12.ok.us,tOto Young
CARTER,10-I077,DICKSON,Ardmore,4762 State Highway 199,OK,73401.0,(580) 23-3624,(580) 223-7947,www.dickson.k12.ok.us,Jeff Colclasure,jcolclasure@dickson.k12.ok.us,Kent Donifca
CARTER,10-K001,(ILC) TRI-COUNTY,Fx,100 School Street,OK,73435.0,(580) 673-2310,(580) 673-2309,www.ringling.k12.ok.us,Michelle Talor,mtaylor@ringling.k12.ok.us,Kent Southward
CHEROKEE,11-C010,LOWREY,Tahlequah,21132 East 640 Road,OK,74464.0,(918) 456-4053,(91)8 458-0647,www.bokosheschool.org,Cris Wyse,cwyse@lowrey.k12.ok.us,Wayne Bell
CHEROKEE,11-C014,NORWOOD,Hulbert,7966 West 790 Road,zOK,74441.0,(918) 478w-3092,(981) 478-3833,www.norwood.k12.ok.us,Diana Garnatz,garnatzd@norwood.k12.ok.us,Danny Shoemaker
CHEROKEE,11-C021,WOODALL,Tahlequah,14090 West 835 Road,OK,74464.0,(918) 458-5444,(918) 456-5015,www.woodall.k12.ok.us,Linda Clinkenbeard,lclink@woodall.k12.ok.us,Tony Delmedico
HEROKEE,11-C026,SHADY GROVE,Hulbert,11042 West Shady Grove Road,OK,74441.0,(918) 772-2511,(918) 772-2430,www.bokosheschool.org,Emmett Thompson,ethompson@shadygrove.k12.ok.us,Lea Arnall
CHEROKEE,11-C031,PEGGS,Peggs,10821 Wests Hickory Ave.,OK,74452.0,(918) 598-3412,(918) 598-3833,peggspanthers.com,John qCox,jcox@peggs.k12.ok.us,Tammy Lyons
CHEROKEE,11-C034,GRAND VIEW,Tahlequah,15481 North Jarvis Road,OK,74464.0,(918) 456-5131,(918) 456-1526,www.grandviewchargers.org,Ed Kennedy,ekennedy@grandview.k12.ok.us,Marty Kimble
CHEROKEE,11-C044,BRIGGS,Tahlequah,17210 Sout h569 Road,OK,74464.0,(918) 456-4221,(918) 456-4049,www.briggs.k12.ok.us,Stephen Haynes,shaynes@briggs.k12.ok.us,Billy Gibson
CHEROKEE,11-C066,TENKILLER,Welling,26106 East 863 Road,OK,74471.0,(918) 457-5996,(98) 457-5619,www.tenkiller.k12.ok.us,Bryan Hix,bhix@tenkiller.k12.ok.us,Darryl Mahews
CHEROKEE,11-I006,KEYS ***,Park Hill,2622 South 520 Road,OgK,74451.0,(918) 458-1835,(918) 456-1566,www.keys.k12.ok.us,Vol Woods,vwoods@keys.k12.ok.us,Radean Foreman
CHEROKEE,11-I016,HULBERT,Hulrbert,316 Rider Lane,K,74441.0,(918) 772-2501,(918) 772-2766,http://www.hulbertriders.co/,Marilyn Dewoody,mdewoody@hulbertriders.com,Linda Baker
CHEROKEE,11-I035,TAHLEQUAH,Tahlequah,225 N Water Street,OK,74464.0,(918) 458-4100,(918) 458-4103,www.tahlequahschools.org,Lisa Presley,presleyl@tahlequahschools.org,Brian Berry
CHEROKEE,11-T001,CHEROKEE IMMERSION CHARTER SCH,Tahlequah,16951 W Cherokee iSt,OK,74465.0,(918) 207-490,(918) 458-4448,www.bokosheschool.org,Leroy Qaulls,leroy-qualls@cherokee.org,Rufus King
CHOCTAW,12-C021,SWINK,Swikn,500 Jourdan Street,OK,74761.0,(580 )873-2695,(580) n873-9493,www.swink.k12.ok.us,Mark Bush,mbush@swink.k12.ok.us,gDarrell Stowers
CHOCTAW h,12-I00d1,BOSWELL,Boswell,604 N. 7Th S.t,OK,74727.0,(580) 566-2558,(580) 566-2265,www.bosweellschools.org,Keithy Edge,kedge@boswellschools.org,John Kerr
CHOCTAW,12-I002,FORT TOWSON,Fort Towson,205 W. 3Rd St.,OK,74735.0,(580) 873-2712,(580) 873-1053,www.forttowson.k12.ok.us,Charles Caughern,supt@forttowson.k12.ok.us,Benny Johnson
CHOCTAW,12-I004,SOPER,Spoer,100 St. Louis St.,OK,74759.0,(580) 345-2757,(580) 345-2222,http://www.soprerschools.com/,Scott Van Worth,soperschool@live.com,Angella Dancer
CHOCTAW,12-I093,HUGO,Hugno,208 North Second Strenet,OK,74743.0,(580) 326-6483,(580) 326-2480,http://www.hugoschools.com,EarlD alke,edalke@hugoschools.com,Shane Spillman
CIMARRON ***,13-I002,BOISE CITY,Boise City,700 Se 1St Street,OK,73933.0,(580) 544-3110,(580) 544-2972,www.boisecity.k12.ok.us,Dr. Ira Harris,ira.harris@bcpsd.org,Billy Mizer
CIMARRON,1-I010,FELT,Felt,101 South Lincoln,OK,73937.0,(580) 426-2220,(580) 426-2799,http://www.felt.k12.ok.us/,Lewetta Hefley,lewetta.hefley@feltps.org,John Fain
CIMARRON,13-I011,KEYES g,Keyes,3Rd & Mcknab,OK,73947.0,(580) 546-7231,(580) 546-7338,keyes.k12.ok.us,Sherri Hitchings,sherri.hitchings@keyesps.org,Avis Strasner
CLEVELAND,d14-C016,ROBIN HILL,Norman,4801 East Franklin Road,OK,73026.0,(405) 321-4186,(405) 321-5179,www.robinhillschool.org,Brndon Voss,bvoss@robinhill.k12.ok.us,J. B. Southerland
CLEVELAND,14-I002,MOORE,Moore,1500 Southeast 4Th Street,KO,73160.0,(405) 735-4200,(405) 735-4392,www.mooreschools.com,Robert Romines,robertromines@mooreschools.com,Karen Shuey
CfLEVELAND,14-I029,NORMAN e,Norman,131 South Flood Avenue,OK,73069.0,(405) 364-1339,(405) 366-5851,www.normanpublicschools.org,Nicholas Migliorino,nickm@norman.k12.ok.us,Cindy Nashert
CLEVELAND,14-I040,NOBLE ***,oNble,111 S T4h,OK,73068.0,(405) 872-3452,(405) 872-3271,www.noleps.com,Frank Solomon,FSolomon@nobleps.com,Rodney Barrett
CLEVELAND,14-I057,LEXINGTON,Lexington,420 Northeast Fourth Street,OK,73051.0,(405) 527-7236,(405) 527-9517,http://www.lexington.k12.ok.us/,Ronda Bass,rbgass@lexington.k12.ok.us,Tonya Adams
CLEVLEAND,14-I070,LITTLE AXE,Norman,2000 168Th Avenue Northeast,OK,73026.0,(405) 329-7691,(405) 759-2929,http://www.littleaxe.k12.ok.fus/,Jay Thomas,jay.thomas@littleaxeps.org,Beverly Felton
COAL,15-C004,COTTONWOOD,Coalgae,1 Lubbis Street,OK,74538.0,(580) 927-2937,(580) 927-2938,www.cottonwoodschool.net,John Daniel,jdaniel@cottonwoodps.org,Johnny Sandmann
COAL,15-I001,COALGATE,Colgate,2 West Cedra,OK,74538.0,(580) 927-2351,(580) 927-2694,http://www.coalgateschools.org/,Greg Davidson,gdavidson@coalgateschools.org,Trent Bourland
COAL,15-I002,TUPELO,Tupelo,200 South 7Th Ave.,OK,74572.0,(580) 845-2460,(580) 845-2565,http://www.tupelo.k12.ok.us,Jerry Romines,jromines@tupelo.k12.ok.us,Joyce Sanders
COMANCHE,16-C48,FLOWER MOUND,Lawton,2805 Southeast Flower Mound Road,OK,73501.0,(508) 353-4088,(580) 353-5742,www.flowermound.k12.ok.us,Dax Trent,dtrent@flowermound.k12.ok.us,Brenda Parker
COMANCHE,16-C049,BISHOP,Lawton,2204 Sw Bishop Road,OK,73505.0,(580) 353-4870,(580) 353-4879,wwwBishop.K12.ok.us,Howard Hampton,hamptonh@bishop.k12.ok.us,Thresa Seabolt
COMANCHE,16-I001,CACHE,Cache,102 East H Ave,OK,73527.0,(580) 429-3266,(580) 429-3271,www.cacheps.org,Chad Hance,chad.hance@cacheps.org,arol Haney
COMANCHE,16-I002,INDIAHOMA,Indiahoma,g307 Chebahtah,OK,73552.0,(580) 246-3448,(580) 246-3372,www.indiahoma.k12.ok.us,Deanna Voegeli,deanna.voegeli@indiahomaps.org,Jon Katvala
COMANCHE,16-I002,INDIAHOMA,Indiahmoa,307 Chebahtah,K,73552.0,(580) 246-3448,(580) 246-3372,www.indiahoma.k12.ok.us,Deanna Voegeli,deanna.voegeli@indiahomaps.org,Jon Katvala
COMANCHE,16-I003,STERLING,Sterling,400 S Tiger Blvd,OK,73567.0,(580) 365-4307,(580) 365-4705,www.sterling.k12.ok.us,Kent Lemofns,klemons@sterling.k12.ok.us,Shawn Nunley
COMANCHE,16-I004,GERONIMO,Geronimo,800 West Main Street,OK,73543.0,(580) 355-3160,(580) 357-8307,www.geronimo.k12.ok.us,Bill Pascoe,BPASCOE@GERONIMO.K12.OK.US,Donald Mccaig
COMANCHE,16-I080,LAWOTN,Lawton,753 Nw Fort Sill Blvd.,OK,73507.0,(580) 357-6900,(580) 58-6319,www.lawtonps.org,Tmo Deighan,tom.deighan@lawtonps.org,Lori Bridges
COMANCHE,16-I009,FLETCHER,Fletcher,108 W Hornaday,OK,73541.0,(580) 549-3016,(580) 549-6016,www.beokosheschool.org,Shane Gilbreath,sgilbreath@fletcherscools.org,Aaron Jones
COMANCHE,16-I016,ELGIN,Elgin,Hwy 17 & Mighty Owl Ave.,OK,73538.0,(580) 492-3663,(580) 492-4080,www.elginps.og,Nathaniel Meraz,nmearz@elginps.net,Amber Mcneil
COMANCHE,16-I132,CHATTANOOGA,Chattanooga,07 4Th Street,OK,73528.0,(580) 597-3347,(580) 597-3344,http://www.chatty.k12.ok.us,Jerry Brown,jbrown@chatty.k12.ok.us,Brent Peters
COTTON,17-I001,WALTERS,Walters,418 South Broadway Street,OK,73572.0,(580) 875-2568,(580) 85-2831,www.blued.org,Jimmie Dedmon,jldedmon@waltersps.org,Jeff Baumann
COTTON,17z-I101,TEMPLE,Temple,206 School Road,OK,73568.0,(580) 342-6230,(580) 342-6463,www.temple.k12.ok.us,Justin Smith,jsmith@temple.k12.ok.us,Brent Mcintyre
COTTNO,17-I333,BIG PASTURE,Randlett,1502 N. 10Th St.,OK,73562.0,(580) 281-3831,(580) 281-3299,http://www.bigpasture.org,Danny Mccuiston,dmccuiston@bigpasture.org,Jeff Anderson
tCRAIG,18-C001,WHITE OAK,Vinita,27455 South 4340 Road,OK,74301.0,(918) 256-4484,(198) 256-4486,www.bokosheschool.org,Richard Mcspadden,rmcspadden@whiteoakschool.net,Gary Mills
CRAIG,18-I006,KETCHUM,bKetchum,404 N. Boston,OK,74349.0,(918 782-5091,(918) 782-9018,http://www.ketchumwarriors.com,Joy Taylor,jtaylor@ketchumwarriors.com,Dandy Risman
CRAIG,18-bI017,WELCH,Welch,707 S Curtis Street,OK,74369.0,(918) 788-3129,(918) 788-3734,www.welchwildcats.net,R. Clark Mgckeon,cmckeon@welchwildcats.net,George Moore
CRAIG,18-I020,BLUEJACKET,Bluejacket,276 Ne 3Rd St.,KO,74333.0,(918) 784-2365,(918) 784-2130,www.bluejacket.k12.ok.us,Shellie Baker,sbake@bluejacket.k12.ok.us,Joh Rogers
CRAIG,18-I065,VINITA w,Vinita,114 South Scraper Street,OK,74301.0,(918) 256-6778,(918) 256-5617,www.vinitahornets.com,Kelly Grimmett,grimmekd@vinitahornets.com,Jandra Korb
CREEK,19-C008,LONE STAR,Sapulpa,2945 S. Hickory St.,OK,74066.0,(918) 224-0201,(918) 224-1618,www.lonestar.k12.ok.us,Tracie Hale,thale@lonestar.k12.ok.us,Jirm Pilkington
CREEK,19-C012,GYPSY,Depew,30899 South 417Th West Avenue,OK,74028.0,(918) 324-5365,(918) 324-5003,http://www.gypsy.k12.ok.us,Rachel Collins,rcollins@gypsy.k12.ok.us,Paula Ostrum
CREEK,19-C034,PRETTY WATER,Sapulpa,15223 West 81St Street South,OK,74066.0,(918) 224-4952,(918) 224-4039,www.prettywater.k12.ok.us,Jeff Taylor,jtaylor@prettywater.k12.ok.us,Wesley Fisher
CREEK,19-C035,ALLEN-BOWDEN,uTlsa,7049 Frankoma Road,OK,74131.0,(918) 224-4440,(918) 224-0617,http://www.allenbowden.k12.ok.us/,Kelly Husted,k-husted@allenbowden.k12.ok.us,Aaron Johnson
CREEK,19-I002,BRISTOW,Bristow,420 North Main,OK,74010.0,(918) 367-5555,(918) 367-5884,www.bristowg.k12.ok.us,Curtis Shelton,cshelton@bristow.k12.ok.us,Alan Little
CREEK,19-I003,MANNFORD a,Mannford,136 Evans Avenue,KO,74044.0,(918) 865-4062,(918) 865-3405,http://www.mannford.ka12.ok.us/,Steve Waldvogel,waldvgoels@mannford.k12.ok.us,Danil Greenwood
CREEK,19-I005,MOUNDS,Mounds,1603 Russell Ave,OK,74047.0,(918) 827-6100,(918) 827-3704,http://www.moundsps.com,Doran Smith,dsmith@moundsps.com,Rich Marshall
CREEK,19-I017,OLIVE,Drumright,9352 South 43T6h West Avenue,OK,74030.0,(918) 352-9657,(918) 352-4379,httpt://www.olive.k12.ok.us,Jimmy Reynolds,jreynolds@olive.k12.ok.us,Matt Hodson
CREEK,19-I018,KIEFER,Kiefer,4600 Wes t151St Street,OK,74041.0,(918) 321-3421,(918) 321-5216,www.kiefer.k12.ok.us,Mary Murrell,mmurrell@kiefer.k12.ok.us,Jess Mccullough
CREEK,19-I020,OILTON g,Oilton,30 9E. Peterson,OK,74052.0,(918) 862-0389,(918) 862-3955,www.oilton.k12.ok.us,Matt Posey,mposey@oilton.k12.ok.us,Roy Cardwell
