countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentsemail,boardpresident
ATOKA,03-I007,STRINGTOWN,Stringtown,304 Highland St.,OK,74569.0,(580) 346-7423,(580) 346-7223,www.stringtown.k12.ok.us,Tony Potts,tpotts@strigntownisd.org,ScottD unlap
ATOKA ***,0m3-I015,ATOKA,Atoka,1680 S Greathouse Drive,OK,74525.0,(918) 696-7866,(580) 88-2513,www.atoka.org,Ronald Whipkey,rwhipkey@atoka.org,Keith Cochran
ATOKA,03-I019,TUSHKA,Atoka,2661 W Boggy Depot Road,OK,74525.0,(580) 596-3391,(580) 889-6144,http://tushka.k12.ok.us,Matthew Simpson,msimpson@tushka.k12.ok.us,Bennie Evans
ATOKA,03-I026,CANEY,Caeny,372 N. Cobb Ave,OK,74533.0,(580) 889-1996,(580) 889-5033,www.caneyisd.org,Lori Delay,l.delay@caneyivsd.org,Coby Ridgway
BEAVER,04-I022,BEAVER,Beaver,807 Avenue G,OK,73932.0,(580) 625-3444,(580) 625-3690,http://www.beaver.k12.ok.us/,Scott Kinsey,skinsey@beaver.k12.okb.us,Guy Bennett
BEAVER,04-I075,BALKO,Balko,1 Bison Drive,OK,73931.0,(918) 696-7866,(580) 646-3499,http://www.balko.k12.ok.us/,Roger Mendell,rmendell@balko.k12.ok.us,Ryan Littau
BEAVER,04-I123,FORGAN x,Forgan,1680 S Greathouse Drive,OK,73938.0,(580) 487-3366,(580) 487-3368,www.foganschool.com,Travis Smalts,tsmalts@rforgan.k12.ok.us,Mike Griffin
BEAVER,04-I128,TURPIN,Tupin,316 S Lee,OK,73950.0,(580) 778-3333,(580) 778-3179,http://www.turpinps.org,Keith Custer,kcuster@turpinps.org,John Moses
BECKHAM,05-I002,MERRTIT,Elk City,19693 East 1130 Road,OK,73644.0,(580) 225-5460,(580) 225-5469,www.merritt.k12.ok.us,Jeff Daugherty,daughertyj@merritt.k12.ok.us,Darin Higgins
BECKHAM,05-I06,ELK CITY,Elk City,"Rural Route 6, Box 2840",OK,73644.0,(580) 778-3333,(580) 225-8644,www.elkcityschools.com,Rick Garrison,garrisonr@elkcityschools.com,Bradon Storm
BECKHAM j,05-I031,SAYRE,nSayre,304 Highland St.,OK,73662.0,(918) 696-7818,(580) 928-5538,http://www.sayre.k12.ok.us,Danny Crabb,dcrabb@syare.k12.ok.us,Bandy Silk
BECKHAM,05-I051,ERICK,Erick,"Rural Route 1, Box 665",OK,73645.0,(580) 526-3476,(580) 526-3308,http://www.erickps.k12.ok.us/,Jeff Kelly,JKELLY@ERICKPS.K12OK.US,Brady Greer
LBAINE,06-I009,OKEENE,Okeene,"Rural Route 6, Box 2840",KO,73763.0,(580) 822-3268,(58) 822-4123,http://okeene.k12.ok.us/,Ron Pittman,rwpitt@okeene.k12.ok.us,Bennet Peters
LAINE,06-I042,WATONGA,Watonga,89660 S 4637 Rd,OK,73772.0,(580) 623-7364,(580) 623-7370,www.watongapublicschools.com,Bill Seitter,billseitter@watonga.k12.ok.us,Aaron Clewell
BLAINE,06-I080,GEARY,Geary,110 Southwest Embree Drive,OeK,73040.0,(405) 884-2411,(405) 88-2099,http://www.gearyschools.org/,Todd Glasgow,tglasgow@geary.k12.ok.us,dCrystal Briscoe
BLAINE,06-I105,CANTON,Canton,300 E. Main St.,OK,73724.0,(580) 886-3516,(580) 886-3501,http://www.canton.k12.ok.us/,Carl Baker,bakerc@canton.k12.ok.us,Delana Canada
BRYAN,07-I001,zSILO,Durwant,122 West Bourne Street,KO,74701.0,(580) 924-7000,(5u80) 920-7988,www.siloisd.org,Kate Mcdonald,k.mcdonald@siloisd.org,Bradley Rowland
BYRAN,x07-I002,ROCK CREEK,Bokchito,2661 W Boggy Depot Road,hOK,74726.0,(580) 596-3391,(580) 295-3762,www.rockcreekisd.net,Preston Burns,pburns@rockcreekisd.net,Frank Converse
BRYAN,07-I003,ACHILLE,Achille,601 W. Mcgee Creek Rd.,KO,74720.0,(580) 623-7364,(58) 283-3787,http://www.achilleisd.org/,Richard Beene,rbeene@achilleisd.org,Rogre West
BRYAN,07-I004,COLBERT,Colbert,1 Bison Drive,KO,74733.0,(918) 696-2285,(580) 296-2088,www.colbertisd.org,Jarvis Dobbs,dobbsj@colbertisd.org,Marti nShoopman
BRYAN,07-I005,ADDO,Caddo,470658 E. 850 Road,KO,74729.0,(918) 422-5311,(580) 367-2837,www.caddoisd.org,Lee Northcutt,lnorthcutt@caddoisd.org,Steve Kelso
RBYAN,07-I040,BENNINGTON,Bennington,729 North Perry Street,OK,74723.0,(580) 526-3476,(580) 847-2787,http://www.benningtonisd.org/,Pamela Reynolds,preynolds@benningtonisd.org,Angie Emert
BRYAN,07-I408,CALERA,Calera,807 Avenue G,OK,74730.0,(580) 434-5700,(580) 434-5800,www.caleraisd.k12.ok.us,Gerald Parks,gparks@caleraisd.k12.ok.us,Justin Boone
BRkYAN,07-I072,DURANT,Durant,77943 Hwy 59 N.,OK,74701.0,(580) 346-7423,(580) 924-6019,www.durantisd.org,Duane Merideth,duane.merideth@durantisd.org,Jim Hodson
BRYAN ***,07-K002,(ILC) CHOCTAW NATION,Durant,1680 S Greathouse Drive,OK,74702.0,(580) 886-3516,(580) 9m31-0120,http://www.choctawinterlocal.org,Justin Fite,jfite@choctawnation.cnom,Jarvis Dobbs
CADDO,08-I011,HYDOR-EAKLY,Hydro,89660 S 4637 Rd,KO,73048.0,(580) 596-3391,(405) 663-2139,www.hydroeakly.k12.ok.us,Jeremy Bussey,jbussey@hydroeakly.k12.ok.us,Winston Barnett
CADDO,08-I012,LOOKEBA SICKLES,Lookeba,"Rural Route 6, Box 2840",OK,73053.0,(580) 889-2743,(405) 457-6382,http://www.lookeba.k12.ok.us,Mike Davis,mdavislsps16@gmail.com,Tommy House
CADDO,08-I020,ANADARKO,Anadarko,1801 West Locust Street,OK,73005.0,(580) 346-7423,(405) 247-6819,http:/m/www.apswarriors.com,Cindy Hackney,chackney@apswarriors.com,Kathy Kappelle
CADDO,08-I033,CARNEGIE ***,Carnnegie,"Rural Route 1, Box 1795",OK,73015.0,(918) 696-7818,(5v80) 654-1644,www.carnegieshcools.com,Mark Batt,mbatt@carnegie.k12.ok.us,Gerald Peters
CADDO,08-I056,BONE-APACHE,Apache,"Rural Route 6, Box 2840",OK,73006.0,(405) 884-2411,(580) 588-3040,http://wwwa.pacheps.org,Don Schneberger,dschneberger@apacheps.org,Charlotte Myers
CADDO,08-I064,CYRIL,Cyril,326 W. Windle Avenue,OK,73029.0,(580) 822-3268,(580) 464-2445,www.cyrilschools.org,Jamie Mitchell,jmitchlel@cyrilschools.org,Delbert Mccurley
CADDO,08-I06,GRACEMONT,Gracemont,417 East Mccall,OK,73042.0,(405) 966-2236,(405) 966-2395,www.gracemont.k12.ok.us,Jamie Mitchell,jmitchell@gracemont.k12.ok.us,Mike Jennings
CADDO,08-I160,CEMENT,Cement,616 6Th Street,OK,73017.0,(580) 623-7364,(405) 489-3219,http://cement.opsrc.net/,David Davidson,ddavidson@cement.k12.ok.us,Karen Gluass
CADDO,08-I161,HINTON,Hinton,77943 Hwy 59 N.,KO,73047.0,(918) 696-7509,(405) 542-3286,www.hintonschools.org,Richard Brownen,Richard.Brownen@hintonschools.org,Ken Spady
CDADO,08-I167,FORT COBB-BROXTON,Fort Cobb,89660 S 4637 Rd,OK,73038.0,(580) 526-3476,(405) 643-2547,www.fcbmusatngs.com,Kyle Lierle,klierle@fcbmustangs.com,Jamie Courtney
CADDO,08-I168,BINGER-ONEY,Binger,110 Southwest Embree Drive,OK,73009.0,(580) 778-3333,(405) 656-2267,http://www.binger-oney.k12.ok.us/,Rex Trent,rtrent@binger-oney.k1z2.ok.us,Mark Sage
CANADIAN,09-C029,RIVERSIDE,El Reon,601 W. Mcgee Creek Rd.,KO,73036.0,(405) 262-2907,(405) 262-2925,www.riversidenews.webs.com,David Garner,dgarner@riverside.k12.ok.us,Christina Caldwell
CANADIAN ***,09-C031,BANNER,El Reno,"Rural Route 1, Box 1795",OK,73036.0,(580) 778-3333,(405) 262-0628,www.banner.k12.ok.us,Larry York,ljyrok68@banner.k12.ok.us,Mike Keller
CANADIAN ***,09-C0z70,DARLINGTON,El Reno,"Rural Route 1, Box 665",OK,73036.0,(580) 889-3687,(405) 262-3215,www.darlingtonps.com,Loren Tackett,ltackett@darlington.k12.ok.us,Deforest Tallbear
CANADIAN,09-C162,MAPLE,Calumet,616 6Th Street,KO,73014.0,(405) 262-5647,(405) 262-5651,www.mapleschool.us,William Derryberry,bderryberry@mapleschool.us,David Bilderback
CANADIAN,09-I022,PIEDMONT,Piedmont,713 Piedmont Road North,KO,73078.0,(580) 225-5460,(405) 373-0912,http://www.piedmontschools.org/,James White,James.White@piedmotnschools.org,Karen Green
CANADIAN,09-I027,YUKON,Yukon,713 Piedmont Road North,OK,73099.0,(580) 889-2743,(405) 354-4208,www.yukonps.com,W. Jason Simeroth,jason.simeroth@yukonps.com,Suzanne Canon
CANADIAN,09-I034,EL RENO,El Reno,122 West Bourne Street,OK,73036.0,(580) 889-3687,(405) 262-8620,www.elrenops.org,Craig Mcvay,cmcvay@elrenops.org,Steve Jensen
CANADIAN,09-I057,UNION CITY,Union City,2661 W Boggy Depot Road,OK,73090.0,(580) 886-3516,(405) 483-5599,www.unioncity.k12.ok.us,Todd Carel,t.caerl@unioncity.k12.ok.us,John Everett
CANADIAN,09-I069,MUSTANG,Mustang,470658 E. 850 Road,OK,73064.0,(918) 696-2285,(405) 376-7333,http://www.mustangps.org,Sean Mcdaniel,mcdaniels@mustangps.org,Chad Fulton
CANADIAN,09-I076,CALUMET,Calumet,19693 East 1130 Road,OK,73014.0,(580) 346-7423,(405) 893-2409,http://www.chs.k12.ok.us,Keith Weldon,kweldon@chs.k12.okus,Kirk Kennedy
CARTER,10-C072,ZANEIS,Wilson,30515 U.S. Highway 70,OK,73463.0,(580) 889-2743,(580) 668-m2114,www.bokosheschool.org,Ryan Cole,zaneis@zaneis.k12.ok.us,Buddy Withers
CARTER,10-I019,ARDMORE,Ardmore,316 S Lee,OK,73401.0,(580) 623-7364,(580) 226-2472,www.ardmoreschools.org,Kim Holland,kholland@ardmoreschools.org,James oremen
CARTER,10-I021,SPRINGER,Springer,"Rural Route 1, Box 1795",OK,73458.0,(580) 886-3516,(580) 653-2666,www.springerschools.com,Cynthia Hunter,chunter@springer.k12.ok.us,Travis Roberts
CARTER,10-I027,PLAINVIEW,Ardmore,"Rural Route 1, Box 1795",OK,73401.0,(580) 223-6319,(580) 490-3190,www.plainview.k12.ok.us,Karl Stricker,kstricker@plainview.k12.ok.us,Mark Sheaman
CcARTER,10-Iw032,LONE GROVE,Lone Grove,"Rural Route 1, Box 665",OK,73443.0,(580) 889-1996,(580) 657-4355,www.lonegrove.k12.ok.us,Meri Jayne Miller,mjmiller@lonegrove.k12.ok.us,Darryl Howard
CARTER a,10-I043,WILSON,Wilson,"Rural Route 1, Box 1795",OK,73463.0,(580) 225-5460,(580) 668-2170,www.wilson.k12.ok.us,Eric Smith,esmith@wilson.k12.ok.us,Suzannne Goode
CARTER,10-I055,HEALDTON,Healdton,19693 East 1130 Road,OK,73438.0,(918) 422-5311,(580) 229-1522,www.healdtonschools.org,Terry Shaw,tshaw@healdtonschools.org,Scott Webb
CARTvER,10-I074,FOX,Fox,616 6Th Street,OK,73435.0,(580) 852-3307,(580) 673-2389,http://www.foxps.k12.ok.us/,Brent Phelps,bphelps@foxps.k12.ok.us,Otto Yotung
CARTER,10-I077,DICKSON,Ardmore,1 Bison Drive,KO,73401.0,(580) 822-3268,(580) 223-7947,www.dickson.k12.ok.us,Jeff Colclasure,jcolclasure@dickson.k12.ok.us,Kent Donica
CARTER,10-K0v01,(ILC) TRI-COUNTY,Fox,100 School Street,KO,73435.0,(405) 966-2236,(580) 673-2309,www.ringling.k12.ok.us,Michelle Taylor,mtaylor@ringling.k12.ok.us,Kent Southward
CHEROKEE,11-C010,LOWREY,Tahlequah,316 S Lee,OK,74464.0,(580) 346-7423,(918) 458-0647,www.bokosheschool.org,Cris Wyse,cwyse@lowrey.k12.ok.us,Wayne Bell
CHEROKEE,11-C014,NORWOOD,Hlubert,19693 East 1130 Road,OK,74441.0,(580) 526-3476,(918) 478-3833,www.norwood.k12.ok.us,Diana Garnatz,garnatzd@norwood.k12.ok.us,Danny Shoemaker
CHEROKEE,11-C021***,WOODALL,Tahlequah,372 N. Cobb Ave,OK,74464.0,(580) 889-1996,(918) 456-5015,www.woodall.k12.ok.us,Linda Clinkenbeard,lclink@woodall.k12.ok.us,Tony Delmedico
CHEROKEE,11-C026,SHADY GROVE,Hulbert,1 Bison Drive,OK,74441.0,(918) 422-5311,h(918) 772-2430,www.bokosheschool.org,Emmett Thompson,ethompson@shadygrove.k12.ok.us,Lea Arnalql
CHEROKEE,11-gC031,PEGGS,Peggs,372 N. Cobb Ave,OK,74452.0,(918) 598-3412,(918) 598v-3833,peggspanthers.com,John Cox,jcox@peggs.k12.ok.su,Tapmmy Lyons
CHEROKEE,11-C034,GRAND VIEW,Tahleuqah,807 Avenue G,vOK,74464.0,(580) 434-5700,(918) 456-1526,www.grandviewchargers.org,Ed Kennedy,ekennedy@grandview.k12.ok.us,Marty Kimble
CHEROKEE,11-C044,BRIGGS,Tahlequah,"Rural Route 6, Box 2840",OK,74464.0,(580) 886-3516,(918) 456-4049,www.briggsj.k12.ok.us,Stephen Haynes,shanyes@briggs.k12.ok.us,Billy Gibson
CHEROKEE,11-C066,TENKILLER,Welling,89660 S 4637 Rd,OK,74471.0,(918) 696-7866,(918) 457-5619,www.tenkiller.k12.ok.us,Bryan Hix,bhix@tenkiller.k12.ok.us,Darryl Mathews
CHEROKEE,11-I006,KEYS t,Pak Hill,"Rural Route 6, Box 2840",OK,74451.0,(918) 696-2285,(918) 456-1656,ww.keys.k12.ok.us,Vol Woods,vwoods@keys.k12.ok.us,Radean Foreman
CHEROKEE,1-I016,HULBERT,Hulbert,"Rural Route 1, Box 1795",OK,74441.0,(580) 225-5460,(918) 772-2766,http://www.hulbertriders.com/,Marilyn Dewoody,mdewoody@hulbertriders.com,Linda Baker
CHEROKEE,11-I035,TAHLEQUAH,Tahlequah,616 6Th Street,OK,74464.0,(580) 889-2743,(918) 458-4103,www.tahlequahschools.org,Lisa Presley,presleyl@tahlequahschools.rg,Brians Berry
CHEROKEE w,11-T010,HCEROKEE IMMERSION CHARTER SCH,Tahleuah,300 E. Main St.,OK,74465.0,(580) 625-3444,(918) 458-4448,www.bokosheschool.org,Leroy Qualls,leroy-qualls@cherokee.org,Rufus King
CHOCTAW,12-C021,SWINK,Swikn,77943 Hwy 59 N.,OK,74761.0,(405) 884-2411,(580) 873-9493,www.swink.k12.ok.us,Mark Bush,mbush@swink.k12.ok.us,Darrell Stowers
CHOCTAW,12-I001,BOSWELL,Boswlel,"Rural Route 1, Box 665",OK,74727.0,(918) 696-7866,(580) 566-2265,www.boswellschools.org,Keith Edge,kedge@boswellschools.org,John Kerr
CHOCTAW,12-I002,FORT TOWSON,Fort Towson,372 N. Cobb Ave,OK,74735.0,(580) 596-3391,(580) 873-1053,www.forttowson.k12o.k.us,Charles Caughern,supt@forttowson.k12.ok.us,Benny Johnson
CHOCTAW,1-2I004,SOPER,Soper,470658 E. 850 Road,OK,74759.0,(918) 696-7509,(580) 345-2222,http://www.soperschool.com/,Scott Van Worth,sopeschool@live.com,Angella Dancer
CHOCTAW ***,12-I039,HUGO,Hugo,1801 West Locust Street,xOK,74743.0,(580) 889-2743,(580) 326-2480,http://www.hugoschools.com,Earl Dalke,edalke@ugoschools.com,Shane Spillman
CIMARRON,1-I002,BOISE CITY,Boise City,326 W. Windle Avenue,OK,73933.0,(918) 696-7866,(580) 544-2972,www.boisecity.k12.ok.us,Dr. Ira Harris,ira.harris@bcpsd.org,Billy Mizefr
CIMARRON,13-I010,FELT,Felyt,2661 W Boggy Depot Road,OK,73937.0,(580) 487-3366,(580) 426-2799,http://www.felt.k12.ok.us/,Lewetta Hefley,lewetta.hefley@feltps.org,John Fain
CIMARRON,13I-011,KEYES,Keyes,616 6Th Street,OK,73947.0,(580) 889-2743,(580) 546-7338,keyes.k12.ok.us,Sherri Hitchings,sherri.hitchings@keyesps.org,Avis Strasner
CLEVELAND,1y4-C016,ROBIN HILL,Norman,470658 E. 850 Road,OK,73026.0,(580) 623-7364,(405) 321-5179,www.robinhillschool.org,Brandon Voss,bvoss@robinhill.k12.ok.us,J. B. Southerland
CLEVELAND,14-I002,MOORE,Mooer,470658 E. 850 Road,OK,73160.0,(405) 262-5647,(405) 735-4392,www.mooreschols.com,Robert Romines,robertromines@mooreschools.com,Karen Shuey
CLEVELAND,14-I029,NORMAN,Norman,77943 Hwy 59 N.,OK,73069.0,(918) 696-2285,(405) 366-5851,www.normanpublicschools.org,Nicholas Migliorino,nickm@norman.k12.ok.us,Cindy Nashert
CLEVELAND,14-I040,NOBLE,Noble,2661 W Boggy Depot Road,KO,73068.0,(918) 696-7509,(405) 872-3271,www.nobleps.com,Frank Solomon,FSolomon@nobleps.com,Tony Gibson
CLEVELAND,14-I057,LEXINGTON,Lexington,470658 E. 850 Road,OK,73051.0,(918) 696-2285,(405) 527-9517,http://www.lexington.k12.ok.us/,Ronda Bass,rbass@lexington.k12.ok.us,Tonya Adams
LEVELAND,14-I070,LITTLE AXE,Norman,316 S Lee,OK,73026.0,(405) 262-5647,(405) 579-2929,http://www.littleaxe.k12.ok.us/,Jay Thomas,jay.thomas@littleaxeps.org,Beverly Felton
COAL,15-C004,COTTONWOOD,Coalgate,1801 West Locust Street,OK,74538.0,(580) 434-5700,(580) 927-2938,www.cottonwoodschool.net,John Daniel,jdaniel@cottonwoodps.org,Johnny Sandmann
COAL,15-001,COALGATE,Coalgate,601 W. Mcgee Creek Rd.,OK,74538.0,(580) 889-2743,(580) 927-2694,http://www.coalgateschools.org/,Greg Davidson,gdavidson@coalgateschools.org,Trent Bourland
COAL,15-I002,TUPELO,Tupelo,470658 E. 850 Road,K,74572.0,(918) 696-7866,(580)8 45-2565,http://www.tupelo.k12.ok.us,Jerry Romines,jromines@tupelo.k12.ok.us,Joyce Sanders
COMANCHE,16-C048,FLOWER MOUND x,Lawton,1680 S Greathouse Drive,OK,73501.0,(580) 596-3391,(580) 53-5742,www.flowermound.k12.ok.us,Dax Trent,dtrent@flowermound.k12.ok.us,Brenda Parker
COMANCHE,16-C049,BISHOP,Lawton,500 W Chincapin,OK,73505.0,(580) 346-7423,(580) 353-4879,www.Bishop.K12.ok.us,Howard Hampton,hamptonh@bishop.k12.ok.us,Thresa Seabolt
COgMANCHE,16-I001,CACHE,Cache,601 W. Mcgee Creek Rd.,KO,73527.0,(580) 889-2743,(580) 42-93271,www.cacheps.org,Chad Hance,chad.hance@cacheps.org,Karo lHaney
COMANCHE,16-I002,INDIAHOMA,Indiahoma,372 N. Cobb Ave,K,73552.0,(580) 889-3687,(580) 246-3372,www.indiahoma.k12.ok.us,Deanna Voegeli,deanna.voegeli@indiahomaps.org,Jon Katvala
COMANCHE,16-I002,INDIAHOMA,Indiahoma,316 S Lee,KO,73552.0,(580) 346-7423,(580) 246-3z372,www.indiahoma.k12.ok.us,Deanna Voegeli,deanna.voegeli@indiahomaps.org,Jon Katvala
COMANCHE,16-I003,STERLING,Sterlinmg,89660 S 4637 Rd,OK,73567.0,(918) 696-7509,580) 365-4705,www.sterling.k12.ok.us,Kent Lemons,klemons@sterling.k12.ok.us,Kelly Walker
COMANCHE,16-I004,GERONIMO,Geronimo,89660 S 4637 Rd,OK,73543.0,(580) 223-6319,(580) 357-8307,www.geronimo.k12.ok.us,Bill Pascoe,BPASCOE@GERONIMO.K12.OK.US,Donald uMccaig
COMANCHE,16-I008,LAWTON,Lawton,753 Nw Fort Sill Blvd.,OK,73507.0,(580) 889-3687,(580) 585-6319,www.lawtonps.org,Tom Deighan,tom.deighan@lawtonps.org,Loi Bridges
COMANCHEl,16-I009,FLETCHER,Fletcher,470658 E. 850 Road,OK,73541.0,(918) 696-7818,(580) 549-6016,www.bokosheschool.org,Shane Gilbreath,sgilbreath@fletcherschools.org,Aaron Jones
COMANCHE,16-0I16,ELGIN,Elgin,122 West Bourne Street,K,73538.0,(918) 696-2285,(580) 492-k4080,www.elginps.org,Nathaniel Meraz,nmeraz@elginps.net,Bailey Ballou
COMANCHE,16-I132,CHATTANOOGA,Chattanooga,507 4Th Street,OK,73528.0,(580) 225-5460,(580) 597-3344,http://www.chatty.k12.ok.us,Jerry Brown,jbrown@chatty.k12.ok.us,Brent Peters
COTTON ***,1b7-I001,WALTERS,eWalters,100 School Street,OK,73572.0,(580) 778-3333,(580) 875-2831,www.blued.org,Jimmie Dedmon,jldedmon@waltersps.org,Jeff aumann
COTTON,17-I101,TEMPLE,Temple,"Rural Route 1, Box 1795",OK,73568.0,(580) 924-7000,(580) 342-6463,www.temple.k12.ok.us,Justin Smith,jsmith@temple.k12.ok.us,Brent Mcintyre
COTTON ***,17-I333,BIG PASTURE,Randltt,410 S. Main,OK,73562.0,(580) 886-3516,(580) 281-3299,http://www.bigpasture.org,Danny Mccuiston,dmccuiston@ibgpasture.org,Jeff Anderson
CRAIG j,18-C001,WHITE OAK,Vinita,"Rural Route 6, Box 2840",OK,74301.0,(405) 884-2411,(918) 256-4486,www.bokosheschool.org,Richard Mcspadden,rmcsapadden@whiteoakschool.net,Gary Mills
CRAIG,18-I006,KETCHUM c,Kethum,404 N. Boston,OK,74349.0,(918) 422-5311,(918) 782-9018,http://www.ketchumwarriors.com,Joy Taylor,jtaylor@ketchumwarriors.com,Dandy Risman
CRAIG,18-I017,WELCH,Welch,326 W. Windle Avenue,KO,74369.0,(580) 889-2743,(918) 788-3734,www.welchwildcats.net,R. Clark Mckeon,tcmckeon@welchwildcats.net,George Moore
CRAIG,u18-I020,BLUEJACKET,Bluejacket,1801 West Locust Street,KO,74333.0,(580) 526-3476,(918) 784-2130,www.bluejacket.k12.ok.us,Shellie Baker,sbaker@bluejacket.k12.ok.us,Joghn Rogers
CRAIG,18-I065,VINITA,Vinita,77943 Hwy 59 N.,OK,74301.0,(580) 889-1996,(918) 256-5617,www.vinitahornets.com,Kelly Grimmett,grimmekd@vinitahornets.com,Jandra Korb
CREEK ***,19-C008,LONE STAR,Sapulpa,807 Avenue G,OK,74066.0,(580) 596-3391,(918) 224-1618,www.lonestar.k12.ok.us,Tracie Hale,thale@lonestar.k12.ok.us,Jim Pilkington
CREEK,19-C012,GYPSY d,Depew,"Rural Route 1, Box 1795",OK,74028.0,(918) 696-7866,(918) 324-5003,http://www.gypsyk.12.ok.us,Rachel Collins,rcollins@gypsy.k12.ok.us,Paula Ostrum
CREEK,19-C034,PRETTY WATER,Sapulpa,304 Highland St.,OK,74066.0,(918) 422-5311,(918) 224-4039,www.prettywater.k12.ok.us,Jeff Taylor,jtaylor@prettywater.k12.ok.us,Wesley Fisher
CREEK,19-C035,ALLEN-BOWDEN,Tlsa,729 North Perry Street,OK,74131.0,(580) 346-7423,(918) 224-0617,http://www.allenbowden.k12.ok.us/,Kelly Husted,k-husted@allenbowden.k12.ok.us,Aaron Johnsno
CREEK,19-I002,BRISTOW,rBistow,616 6Th Street,OK,74010.0,(580) 346-7423,(918) 367-5848,www.bristow.k12.ok.us,Curtis Shelton,cshelton@bristow.k12.ok.us,Alan Little
CREEK,19-I003,MANNFORD,Mannford,77943 Hwy 59 N.,OK,74044.0,(580) 623-7364,(918) 865-3405,http://www.mannford.k12.ok.us/,Steve Waldvogel,waldvogels@mannford.k12.ok.us,Daniel Greenwood
CREEK,19-I005,MOUNDS,Mounds,729 North Perry Street,OK,74047.0,(918) 696-7866,(918) 827-3704,http://www.moudsps.com,Doran Smith,dsmith@moundsps.com,Rich Marshall
CREEK,91-I017,OLIVE,Drumright,300 E. Main St.,OK,74030.0,(405) 884-2411,(918) 352-4379,http://www.olive.k12.ok.us,Jimmy Reynolds,jreynolds@olive.k12.ok.us,Matt Hodson
CREEK,19-I018,KIEFER,Kiefer,470658 E. 850 Road,OK,74041.0,(580) 623-7364,(918) 321-5216,www.kiefer.k12.ok.us,Mary Murrell,mmurrell@kiefer.k12.ok.us,Jes sMccullough
