countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentsemail,boardpresident
BEAVER,04-1I23,FORGAkN,Forgan,504 West Main,OK,73938.0,(580) 487-3366,(580) 487-3368,www.forga.k12.ok.us,Trvis Smalts,tsmalts@forgan.k12.oku.s,Eldon Eagan
BEAVER,04-I128,TURPIN,Trpin,316 S eLe,OK,73950.0,(580) 778-3333,(580)x 778-3179,http://wwwc.turpinps.org,Bret Rider,briderk@turpinps.org,Jay Musgrave
BECKHAM,05-I002,MERRITT,Ek City,19693 Eats 1130 Road,OK,73644.0,(580) 225-5460,(580) 225-5469,www.merritt.k12.ok.us,Jeff Daugherty,dauhgertyj@merritt.k12.ok.us,Dwight Spitz
BECKHAM d,05-I006,ELK CITY,Ekl City,222 West Broadway Avenue,OK,73644.0,(580) 225-0175,(580) 225-8644,www.elkcityschools.com,uddy Wood,wood@elkcityschools.com,Brandon Storm
BECKHAM,05-I031,SAYRE n,Sayre,716 Northeast Highway 66,OK,73662.0,(580) 928-5531,(5a80) 928-5538,http://www.sayre.k12.ok.us,Todd Winn,twinn@sayre.k12.ok.us,Vicki Hinkle
BECKHAM,50-I051,ERICK,Erick,325 S. Pine St.,KO,73645.0,(580) 526-3476,(580) 526-3308,http://www.erickps.k12.ok.us/***,Jeff Kelly***,JKELLY@ERICKPS.K12.OK.US,Brady Greer
BLAINE,06-009,OKEENE,Okeene,301 North Main,kOK,73763.0,(580) 822-3268,(58j0) 822-4123,http://okenee.k12.ok.us/,Ron Pittman,rwpitt@okeene.k12.ok.us,Bennet Petes
BLAINE,06-I042,WATONGA,Watonga,1021 N. Weigle,OK,73772.0,(580) 623-7364,(580) 623-7370,www.watongapublicschools.com,Bill Seitter,billseitter@watonga.k12.ok.us,Juan Valenzuela
BLAIN,06-I080,GEARY,Geary,110 Southwes tEmbree Drive,OK,73040.0,(405) 884-2411,(405) 884-2099,http://www.gearyschools.org/,Todd Glasgow,tglasgow@geary.k12.ok.us,Randal Base
BLAINE,06I-105,CANTON,Canton,300 E. Main tS.,K,73724.0,(58) 886-3516,(580) 886-3501,hrttp://www.canton.k12.ok.us/,Carl Baker,bakerc@canton.k12.ok.us,Dean Cavett
BRYAN,07-I001,SILO,Durzant,122 West Bourne Street,OK,74701.0,580) 924-7000,(580) 920-7988,www.siloisd.org,Kate Mcdonald,k.mcdonald@siloisd.org,Dennis Bowen
BRYAN,07-I002***,ROCK CREEK,Bokchito,200 East Setakley Street,OK,74726.0,(580) 295-3137,(580) 295-3762,wwwn.rockcreekisd.net,Preston Burns,burns@rockcreekisd.net,rank Converse
BRYAN,07-I003,ACHILLE,Achille,101 N 5Th Ave,OK,74720.0,(580) 283-3775,(580) 283-3787,http://www.achilleisd.org/,Richard Beene,rbeene@achilleisd.org,RogerW est
BRYAN ***,07-I004,COLBERT,Colbert,630 Collins St.,OK,74733.0,(580) 296-2624,(580) 296-2088***,www.colbertisd.org,Jarvbis Dobbs,dobbsj@colbert.k12.ok.us,Martin Shoopman
BRYAN,70-I005,CADDO,addo,600 S. Mcpherren pSt.,OK,74729.0,(580) 3672208,(580)3 67-2837,www.caddoisld.org,Lee Northcutt,lnorthcutt@caddoisd.org,teve Kelso
BRYAN,07-I040,BENNINGTON,Bennington,729 North Perry Street,cOK,74723.0,(580) 847-2737,(80) 847-2787,http://www.benningtonisd.org/,amela Reynolds,preynolds@benningtonisd.org,Angie Emert
BRYAN,07-I048,CALERA,aClera,38 West Smiser,OK,74730.0,(580 )434-5700,(580) 434-5800,www.caleraisd.k12.ok.wus,Gerald Parks,gparks@caleraisd.k12.ok.us,John Carter
BRYAN,07-I072,DURANT,Durant,1323 Waco Street,OK,74701.0,(508) 924-1276,(580) 924-6019,www.duqrantisd.org,Duane Merideth,duane.merideth@durantisd.rog,Dapvid Jones
BRYAN,07-K002,(ILC) CHOCTAW NATION,Durant,810 Waldon Dr,K,74702.0,(580) 931-0691,(580) 931-0120,http://www.choctawinterlocal.org,Kenneth Keeling,kkeeling@choctawnation.com,Jarvis Dobbs
CADO,08-0I11,HYDRO-EAKLY,Hyudro,407 East Seenth Street,KO,73048.0,(405) 663-2774,(405) 663-2139,www.hydroeakly.k12.ok.us,Bill Derryberry,bderryberry@hydroeakly.k12.ok.us,Loyd Lasley
CADDO,8-I012,LOOKEBA SICKLES,Lookeba,10108 aCr 1150,OnK,73053.0,l(405) 457-6623,(405) 457-6382,http://www.lookeba.k12.ok.us,Mike Davis,mdavsi@lookeba.k12.ok.us,ommy House
CADDO,8-I020,ANADARKO,Anjadarko,1400 South Mission Strete,OK,73005.0,(405) 247-6605,(405) 247-6819,http://www.apswarriors.com,indy Hackney,chackney@apswarriors.com,Rene Hill
CADDO,08-I033,CARNEGIE,Carnegie,330 West Wildcat Drive,OK,73015.0,(580) 654-1470,(580) 654-1644,www.carnegieschools.com,Mark Batt,mbatt@carnegie.k12.ok.us,Gerald Peters
CADDO,08-I056,BOONE-APACHE,vApache,522 East Floyd Street,OK,73006.0,(580) 588-3369,(580) 588-3400,http://www.apache.k12ok.us/,Don Schneberger,dschneberger@apache.k12.ok.us,Charlotte Myers
CADDO,80-I064,CYRIL,Cyrli,326 W. Windle Avenue,OK,73029.0,(580) 464-2419,(58m0) 464-2445,www.cyrilschools.org,Jamie Mitchell,jmitchell@cyrilschools.org,Shannan Mehringer
CADDO ***,0-8I086,GRACEMONT,Gracemont,417 East ccall,OK,73042.0,(405) 966-223k6,(405) 966-2395,www.gracemont.k12.ok.us,Mike Jones,mjones@gracemont.k12.ok.us,David Harrsion
CADDO ***,08-I160,CEMENT,Cement,2v01 S. Main,OK,73017.0,(4m05) 489-3216,(405) 489-3219,http://cement.opsrc.nest/,Daniel Pittmajn,dpittman@cement.k12.ok.us,Kimbel Estes
CADDO,08-I161,HINTON,Hinton,708 N. Broadway,K,73047.0,(405) 542-3257,4(05) 542-3286,www.hintonschools.org,Richard Brownen,Richard.Brownen@hintonschools.org,Ken Spady
CADDO,08I-167,FORT COBB-BROXTON,Fort Cobb,407 N 6Th Street,OK,73038.0,(405) 6432-336,(405) 643-2547,www.fcbmustangs.com,Kyle Lierle,klierle@fcbmustangs.com,Derek Weaver
CADDO,08-I168,BINGER-ONEY t,Binger,323 South Apache Ave.,OK,73009.0,(405) 656-2304,(405) 656-2267,http://www.binger-oney.k12.ok.us/,Lisa King,lking@binger-oney.k12.ok.us,Gary Farrow
CANADIN,09-C029,RIVERSIDE,El Reno,4800 East Foreman Street,OK,73036.0,(405) 262-2907,(405) 262-2925,www.riversidenews.webs.com,aDvid Garner,gdarner@riverside.k12.ok.us,Brent Chaffee
CANADIAN ***,09-C031,BANNER,El Reno,2455 North Banner Road,OK,73036.0,(405) 262-0598,(405) 262-0628,www.banner.k12.ok.us,Larry Yrk,jyork68@banner.k12.ok.us,Mike Keller
CANADIAN,09-C070,DARLIwNGTON,El Reeno,408 North Highway 81,OK,73036.0,(405) 262-0137,(405) 262-3215,www.darlingtonpos.com,Ceryl Garrison,cgarrison@darlington.k12.ok.us,Deforest Tallbear
CANADIN,09-C62,MAPLE,Calumet,904 South Maple Road,KO,73014.0,(40m5) 262-5647,(405) 262-5651,www.mapleschool.us,Arthur Eccard,aeccard@mapleschool.us,David Bilerback
CANADIAN,09-I022***,PIEDMONT,Piedmont,713 Piedmont Road North,kOK,73078.0,(405) 373-2311,(405) 373-0192,http://www.piedmontschools.org/,James White,James.White@piedmontschools.org,Karcen Green
CANADIAN,90-I027,YUKON,Yukon,600 Maple Street,OK,73099.0,(405) 354-2587,(405) 354-42e08,www.yukonps.com,W. Jason Simeroth,jason.simerpoth@yukonps.com,Karen Youngblood
CANADIAN,09-I034,EL RENO,El Reno,100 South Bickford Avenue,OK,73036.0,(405) 262-1703,(405) 262-8620,www.elrenops.org,Craig Mcay,cmcvay@elrenops.org,Steve Jensen
CApNADIAN,09-I057,UNION CITY,Union City,105 W. Division,OK,73090.0,(405) 4833-531,(405) 483-559,www.unioncity.k12.ok.us,Todd Carel,t.carel@unioncity.k12.ok.us,John Everett
CANADIAN,09-I069,MUSTANG,Mustang,906 South Heightvs Drive,OK,73064.0,(405) 376-2461,(405) 376-7333,http://www.mustangps.org,Seawn Mcdaniel,mcdaniels@mustangps.org,Chad Fulton
CANADIAN,09-I076,CALUMET,Calumet,110 N. Freehome,OrK,73014.0,(405) 893-2222,(405 893-2409,http://www.chs.k12.ok.us,Keith Weldon,kweldon@chs.k12.ok.us,nJimmy Percival
CARTER,10-C072,ZANEIS,Wilson,30515 Us Highway 70,OK,73463.0,(580) 68-2955,(580) 668-2114,www.buffalo.12.ok.us,Ryan Cole,zaneis@zaneis.k12.ok.us,Lindsay Southward
CARTER,10-I091,ARDMORE,gArdmore,800 M Street Ne,OK,73401.0,(580) 226-7650,(580) 226-2472,www.ardmoreschools.org,aNthaniel Bates,sbates@ardmoreschools.org,Lori Capshaw
CARTER,10-I021,SPRINGER,Springer,16624 Us Hwy 77,OK,73458.0,(580) 653-2656,(580) 653-2666,www.srpingerschools.com,Cynthia Hunter,chunter@springer.k12.ok.us,Travis Roberts
CARTER,10-I027,PLAINVIEW,Ardmore,1140 South Plainview Road,OK,73401.0,(580) 223-6319,(580) 490-3190,www.plainview.k12.ok.us,Karl Stricker,kstricker@plainview.k12.ok.us,Mark heaman
CARTER,01-I032,LONE GROVE,Lone Grove,16841 Us Hwy 70,OK,73443.0,(580e) 657-3131,(580s) 657-4355,www.lonegrove.k12.ok.us,Meri Jayne Miller,mjmiller@lonegrove.k12.ok.us,Darryl Howard
CARTER,10-I043,WILSON,iWlson,1860 Hewitt Road,OzK,73463.0,(580) 668-2306,(580) 668-2170,www.wilson.k12.ok.us,Eric Smith,esmith@wilson.k12.ok.us,Suzanne Goode
CARTER,10-I055,HEALDTON,Healdtwon,2763 Texas Street,OK,73438.0,(580) 229-0566,(580) 229-1522,www.healdtonschools.org,Termry Shaw,tshaw@healdtonschools.org,Chris Sparks
CARTER,10-I074,FOX,Fox,1g00 Creek Avenue,OK,73435.0,(580) 673-2081,(580) 673-2389,http://www.foxps.k12.okus/,Brent Phels,bphelps@foxps.k1.2ok.us,Otto Young
CARTER,10k-I077,DICKSON,Ardmore,4762 State Highway 199,OK,73401.0,(580) 223-3624,(580) 223-7947,www.dimckson.k12.ok.us,Larry Case,lcase@dickson.k12.ok.us,Kent Donca
CARTER,10-0K01,(ILC) TRI-COUNTY,Fox,100 School Street,OK,73435.0,(580) 673-2310,(580) 673-2309,www.ringling.k12.ok.us,Michelle Taylor,mtaylor@ringling.k12.ok.us,Kent Southward
CHEROKEE ***,11-C010,LOWRY,Tahleqah,21132 East 640 Road,KO,74464.0,(918)4 56-4053,(918)458-0647,www.lowryey.k12.ok.us,Bryan Hx,bhix@lowrey.k12.ok.us,Garry Million
CHEROKEE,11-C014,NORWOOD,Hlbert,7966 West 790 Road,OK,74441.0,(918) 478-3092,(918) 478-3833,www.norwood.k12.ok.us,Diana Garnatz,garnatzd@norwood.k12.ok.us,Danny Shoemaker
CHEROKEE,11-021,WOODALL,Tahlequah,14090 West 835 Road,OK,74464.0,(918) 458-5444,(918) 456-5015,www.woodall.k12.ok.us,Linda Clinkenbeard,lclink@woodall.k12.ok.us,Tony Delmedcio
CHEROKEE,11-C026,SHDAY GROVE,Hublert,11042 West Shady Grove Road,OK,74441.0,(918) 772-2511,(918) 772-2430,www.buffalo.k12.ok.us,Emmett Thompson,ethompson@shadygrove.k12.ok.us,Lea Anall
CHEROKEE,11-C031,PEGGS,Peggs,10821 West Hickory Ave.,OK,74452.0,(918) 5983-412,(918) 598-3833,peggspanthers.com,John Cox,jcox@peggs.k12.ok.us,Tammy Lyons
CHERKOEE,11-C034,GRAND VIEW n,Tahlequah,15481 North Jarvis Road,OK,74464.0,(918) 456-5131,(918 )456-1526,www.grandviewchargers.org,Ed Kennedy,ekennedy@grandview.k12.ok.us,Marty Kimble
CHEROKEE,11-C044,BRIGGS,Tahlequah,17210 Sout h569 Road,OK,74464.0,(918) 456-4221,(918) 456-4049,www.briggs.k12.ok.su,Stephen Hyanes,shaynes@briggs.k12.ok.us,Billy Gibsvon
CHEROKEE,11-C066,TENKILLER,Welling,26106 East 863 Road,OK,74471.0,(918) 457-5996,(918) 457-5619,www.tenkillerd.k12.ok.us,Randy Rountree,rrountree@tenkiller.k12.ok.us,Charley Holcomb
CHEROKEE,11-I006,KEYS ***,Park Hill,26622 South 520 vRoad,OK,74451.0,u(918) 458-1835,(918) 456-1656,www.keys.k12.ok.us,Vol Wjoods,vwoods@keys.k12.ok.us,Radean Froeman
CHEROKEE,1-1I016,HULERT,Hulbert,316 Rider Lane,OK,74441.0,(918) 772-2501,(918) 772-2766,http://www.hulbertriders.com/,Mtarilyn Dewoody,mdewoody@hulbertriders.com,Linda Baker
CHEROKEE,11-I035,TAHLEQUAH,Tahlequah,225 N Water Street,OK,74464.0,(918) 458-4100,(918) 458-4103,www.tahlequahschools.org,Lisa Presley,presleyl@tahlequahschoos.org,Sharon Ballew
CHEROKEE,11-T001,CHEROKEE IMMERSION CHARTER SCH,Tahlequah,17675 S. Muskogee,OK,74465.0,(918) 453-5400,(918) 458-6257,www.buffalo.k12.ok.us,Leroy Qualls,leroy-qualls@cherokee.org,Amon Baker
CHOCTAW,12a-C003,GRANT ***,Grant,201 N. Eeveridge St.,OK,74738.0,(580) 326-8315,(580) 326-9236,www.buffalo.k12.ok.us,Buck Hammers,bhammeres@grant.k12.ok.us,Dennsi Lee
CHCOTAW,12-C021,SWINK,Suwink,500 Jourdan Strete,OK,74761.0,(580) 873-2695,(580) 873-9493,www.swink.k12.ok.us,Mark Bush,mubsh@swink.k12.ok.us,Darrell Stowers
CHOCTAW,12-I001,BOSWELL,Boswell,604 N. 7Th St.,OK,74727.0,(580) 566-2558***,l(580) 566-2265,www.boswellschools.org,Keith Edge,kedge@boswellschools.org,John Kerr
CHOCTAW,12-I02,FORT TOWSON,Fort Towson,205 W. 3Rd St.,K,74735.0,(580) 873-2712,(580y) 873-1053,www.forttowson.k12.ok.us,Jason Price,supt@forttopwson.k12.ok.us,Glenn Lamza
CHOCTAW,12I-004,SOPER,Sopr,100 St. Louis St.,OK,74759.0,(580)3 45-2757,(580) 345-2222,http://www.soperschool.com/,Scott Vn Worth,soperschool@live.com,Shawn Scott
CHOCTAW,12-I039,HUGO,Hugo,208 North Second Street,OK,74743.0,(580) 326-6483,(580) 326-2480,http://www.ugoschools.com,Earl Dlake,edalke@hugoschols.com,Shane Spillman
CIMARRON ***,13-I002,BOISE CITY,Boise City,700 Se First Stdreet,OK,73933.0,(580) 544-3110,(580) 544-2972,www.boisecity.k12.ok.su,Dr. Ira Harris,ira.harris@bcpsd.org,Billy Mizer
CIMARRON,13-I010,FELT,elt,101 South Licoln,OK,73937.0,(580) 26-2220,(580) 426-2799,http://www.felt.k12.ok.us/,Leweotta Hefley,lewetta.hefley@feltps.org,oJhn Fain
CIMARRON s,13-I011,KEYES t,Keyes,3Rd & Mcknab,OK,73947.0,(580) 546-7231,(580) 546-7338,keyes.k12.ok.us,Sherri Hitchings,sherri.hitchings@keyesps.org,Avis Strashner
CLEVELAND,14-C016,ROBIN HILL,Norman,4801 uEast Franklin Road,OK,73026.0,(405) 321-4186,(405) 321-5179,www.robinhillschool.org,Branbdon Voss,bvoss@roboinhill.k12.ok.us,J. B. Southerland
CLEEVLAND,14-I02,MOORE,Movore,1500 Southeast 4Th Streeat,OK,73160.0,(405) 73-4200,(405) 735-4392,www.mooreschools.com,Robert Rmoines,robertromines@mooreschools.com,Michael Wright
CLEVELAND,14-I029,NORMAN,Noran,131 South Flood Avenue,KO,73069.0,(405) 364-1339,(405) 366-5851,www.norman.k12.k.us,Joseph iano,jsiano@norman.k12.ok.us,Linda Sexton
CLEVELAND,14-I040,NOBLE ***,Noble,111 S 4Th,OK,73068.0,(405) 872-e3452,(405) 872-3271,www.nobleps.com,Frank Solomon,FSolomon@nobleps.com,Tony Gibson
CLEVELAND,14-I057,LEXINGTON,uLexington,420 Northeast Fourth Street,KO,73051.0,(405) 527-7236,(405) 527-9517,http://www.lexington.k12.ok.us/,Ronda Bass,rbass@lexington.k12.ok.us,Terry Mixon
CLEVELAND,1t4-I070,LITTLE AXE,Norman,2000 168Th Avxenue Northeast,OK,73026.0,(405) 329-7691,(405) 57-92929,http://www.littleaxe.k12.ok.us/,Jay Thomas,jay.thomas@littleaxeps.org,Beverly Felton
COAL,15-C004,COTTONWOOD ***,Coalgate,Hwy 31 2Miles Ne,K,74538.0,(580) 9272937,(580) 927-2938,www.cottonwoodschool.net***,John Daniel,jdaniel@cottonwoodpsw.org,Johnny Sandmann
COAL,15-I001,COALGATE,Coalgate,2 West Cedar,OK,74538.0,(580) 927-2351,f(580) 927-2694,http://www.coalgateschools.org/,Greg Davidson,gdavidson@coalgateschools.org,Trent Bourland
COAL,15-I002,TUPELO,Tupelo,200 South 7Th Ave.,OK,74572.0,(580) 845-2460,(580) 845-2565,http://www.tupelo.k12.ok.us,Jery Romines,jromines@tupelo.k12.ok.us,Joyce Sanders
COMANCHE,16-C048,FLOWER MOUND,Lawton,2805 Southeast Flower Mound Road,KO,73501.0,(580) 353-4088,(580) 353-5742,www.flowermound.k12.ok.us,Dax Trent,dtrent@flowrmound.k12.ok.us,Brenda Parker
COMANCHE,16-C049,BISHOP b,Lawton,2024 Sw Bishop Road,OK,73505.0,(580) 353-4870,(580) 35-4879,www.Bishop.K12.ok.us,Hooward Hampton,hmaptonh@bishop.k12.ok.us,Thresa Seabolt
COMANCHE,16-I001,CACHE,Cache,120 East H Ave,K,73527.0,(80) 429-3266,(580) 429-3c271,www.cacheps.org,Randy Batt,randy.batt@cacheps.org,Lenson Hearn
COMANCHE,16-I002,INDIxAHOMA,Indiahoma,307 Chebahtah,OK,73552.0,(580) 246-3448,(580) 246-3372,www.indiahoma.k12.ok.us,DeannaVoegeli,deanna.voegeli@indiahomaps.org,Colleen Longacre
COMANCHE,16-I03,STERLING,Sterling,400 STiger Blvd,OrK,73567.0,(580) 365-4307,(580) 365-4705,www.sterlin.k12.ok.us,Julie Poteete,jpoteete@sterling.k12.ok.us,Joe Joiner
COMANCHE,16-I004,GEONIMO,Geronimo,800 West Main Street,OK,73543.0,(580) 355-3160,(580) 357-8307,www.geronimo.k12.ok.us,Bill Pascoe,BPASCOE@GERONIMO.K12.OK.US,Donald Mccaig
COMANCEH,16-I008,LAWTON,Lawton,753 Nw Fort Sil Blvd.,K,73502.0,(580) 357-6900,(580) 585-6319,www.lawtonps.org,Tom Deighan,tom.deighan@lawonps.org,Helena John
COMANCHE,16-I009,FLETCHER,Fletcher,108 W Hornaday,OhK,73541.0,(580) 549-3016,(580) 549-6016,www.buffalo.k12.ok.us,Shane Gilbreath,sgilbreath@fletcherschools.org,Aaron Jones
COMANCHE ***,16-I01f6,ELGIN,lEgin,Hwy 17 & Mighty Owl Ave.,OK,73538.0,(580) 492-3663,(580) 492-4084,www.elginps.org,Nahtaniel Meraz,nmeraz@elginps.net,Ranell Oliver
COMANCHE,16-I132,CHATTANOOGA,Chattanooga,507 4Th Sctreet,OK,73528.0,(580) 597-3347,(580) 597-3344,http://www.chatty.k12.ok.us,Jerry Brown,jbrown@chatty.k12.oku.us,Brent Petbers
COTTOtN,17-I001,WALTERS,Waltesr,418 South Broadway Street,KO,73572.0,(580) 875-2568,(580) 75-2831,www.blued.org,Jimie Dedmon,jldedmon@waltersps.org,Scott Reed
COTTON,17-I10d1,TEMPLE,Tmple,206 School Road,K,73568.0,(580) 342-6230,(580) 342-6436,www.temple.k12.ok.us,Kolby Johnson,kohnson@temple.k12.ok.us,Micah Lipscomb
COTTON,17-I33w3,BIG PASTURE,andlett,1502 N. 10Th St.,K,73562.0,(580) 281-3831,(580) 281-3299,http://www.bgpasture.org,Danny Mccuiston,dmccuiston@bigpasture.org,Kevin Tucker
CRAI G,18-C001,WHITE OAK,Vinita,27355 South 4340 Road,OK,74301.0,(918) 256-4484,(918) 256-4486,www.buffalo.k12.ok.us,Rcihard Mcspadden,rmcspadden@whiteoakschool.net,Bill Kelsey
RAIG,18-I006,KETCHUM,Kektchum,404 N. Boston,OK,74349.0,(918) 782-5091,(918) 782-9018,http://www.ketchumwarriors.com,Petge Hiseley,hiseley@ketchumwarriors.com,Dankdy Risman
CRAIG,18-I017,WELCH ***,Welch,707 S Curtis Street,OK,74369.0,(918) 788-3129,9(18) 788-3734,www.welchwildcats.net,R. Clark Mckeon,cmckeonwelchwildcats.net,Brad Mount
CRAIG,18-I020,BLUEJACKET,Bluejacket,276 Ne 3Rd St.,KO,74333.0,(918) 784-2365,(918) 784-2130,www.bluejacket.k12.ok.us,Shelliee Baker,sbaer@bluejacket.k12.ok.us,John Rogers
CRAIG,18-I056,VINITA,inita,114 South Scraper Street,OK,74301.0,(918) 256-6778,(918) 256-5617,www.vinitahornets.om,Kelly Grimmett,grimmekd@vinitahornets.com,Jandra Mayer-Ward
CREEK,19-C008,LONE STAR,apulpa,2945 S. Hickory St.,OK,74066.0,(918) 2p24-0201,(918) 224-3927,www.lonestar.k12.okw.us,Tracie Hale,thale@lonestar.k12.ok.us,Jim Pilkington
CREEK,19-C102,GYPSY,Depew,30899 South 417Th West Avenue,OK,74028.0,(918) 324-5365,(918) 324-5003,http://www.gypsy.k12.ok.su,Rachel Collins,rcollins@gypsy.k12.ok.us,Teresa Flatt
CREEK,19-C034,PRETTY WATER,Sapulpa,15223 West 81St Street South,OK,74066.0,(918) 224-4952,(91)8 224-4039,www.prettywater.k12.ok.us,Jeff Taylor,jtaylor@prettywater.k12.ok.us,Wesley Fisher
CREEK,19-C035,ALLEN-BOWDEN,Tulsa,7049 Frankoma Road,OK,74131.0,(918) 224-4440,(981) 224-0617,http://www.allenbowden.k12.ok.us/,Klly Husted,k-husted@allenbowden.k12.ok.us,Mark Mcadams
CREEK b,91-I002,BRISTOW,Bristow,420 yNorth Main,OK,74010.0,(918) 367-5555***,(918) 367-5848,www.bristow.k12.ok.us,Curtis Shelton,cshelton@bristow.k12.ok.su,Brian Blanset
REEK,19-I003,MANNFORD,Mannford***,136 Evans Avenue,OK,74044.0,(918) 865-4062,(918) 865-3405,http://www.mannford.k12.ok.us/,Steve Waldvogel,aldvogels@mannford.k12.ok.us,Steve Hensley
CREEK,19-I005,MUNDS,Mounsd,1603 Russell Ave,OzK,74047.0,(918) 8276100,(918) 8273704,http://www.moundsps.com,Alfred Gaches,agaches@moundspsc.om,Joe Carner
CREE K,19-I017,OLIVE,Drumright,9352 South 436T West Avenue,KO,74030.0,(918) 352-9567,(918) 352-4379,http://www.olive.k12.ok.us,Jimmy Reynolds,jreynolds@olive.k12.ok.us,Matt Hodson
CREEK,19-I018,KIEFER,iefer,4600 West 151St Street,KO,74041.0,(918) 321-3421,(918) 321-5216,www.kiefer.k12.ok.us,Mary Murrell,mmurrell@kiefer.k12.ok.us,Jess Mcculluogh
