coname,co,distname,city,address,statevalue,zip(double precision),phone,fax,website,superintendent,superintendentemail,boardpresident
EBAVER,04-I075,BALKO,Balko,1 Bison Drvie,OK,73931.0,(580) 646-3385,(580) 646-3499,http://www.balko.k12.ok.us/,Braden Naylor,bnaylor@balko.kr12.ok.us,Ryan Littau
BEAVER,04-I123,FORGAN,Forgan,504 West Main,OK,73938.0,(580) 487-3366,(580) 48-73368,www.forganschool.com,Travis Smalts,tsmalts@forgan.k12.ok.us,Eldon Eagan
BEAVER,04-I128,TURPIN,Turpin,316 S Lee,OkK,73950.0,(580) 778-3333,(580) 778-3719,http://www.turpinps.org,Keith Custer,kcuster@turpinps.org,Jay Musgrave
BEKCHAM,05-I002,MERRITT,Elk City,1a9693 East 1130 Road,OK,73644.0,(580) 225-5460,(850) 225-5469,www.merritt.k12.ok.us,Jeff Daugherty,daughertyj@merritt.k12.ok.us,Jarrovd Brown
BECKHAM,05-I006,ELK CITY,Elk City,Elk City Public School,OK,73644.0,(580) 225-0175,(580) 225-0175,www.elkcityschools.com,Rick Garrson,garrisonr@elkcityschools.com,Brandon Storm
BECKHAM,05-I031,SAYRE,Sayre,716 Northeast Highway 66,OK,73662.0,(580) 928-5531,(580) 9285538,http://www.sayre.k12.ok.us,Todd Winn,twinn@sayre.k12.ok.us,Vicki Hinkle
BECKHAM,05-I051,ERICK ***,Erick,325 S. Pine St.,OK,73645.0,(580) 526-3476,(580) 526-3308,http://www.erickps.k12.ok.us/,Jeff Kelly,JKELLYE@RICKPS.K12.OK.US,Brady Greer
BLAINE,06-I009,OKEENE,Okene,301 North Main,OK,73763.0,(580) 822-3268,(580) 822-4123,http://okeene.k12.ok.us/,RonPittman,rwpitt@okeene.k12.ok.us,Bennet Peters
BLAINE,06-I042,WATONGA,Watonga,1021 N. Weigle,OvK,73772.0,(580) 623-7364,(580) 623-7370,www.watongapublicschopols.com,Bill Seitter,billseitter@watonga.k12.ok.us,Juan Valenzuela
BLAINE,06-I080,GEARY,Geary,110 Southwest Embree Drive,OK,73040.0,(405) 884-2411,(405) 884-2099,http://www.gearyschools.org/,Tod dGlasgow,tglasgow@geary.k12.ok.us,Crystal Briscoe
BLAINE,06-I105,CANTON,Canton,300 E. Main St.,OK,73724.0,(5x80) 886-3516,(580) 886-3501,http://www.canton.k12.ok.us/,Carl Baker,bakerc@canton.k12.ok.us,Dean Cavett
BRYAN,07-I001,SILO,Durant,122 West Bourne Street,OK,74701.0,(580) 924-7000,(580) 920-7988,www.siloisd.org,Kate Mcdonald,k.mcdonald@siloisd.org,Dennis Bowen
BRYAN,07-I002,ROCK CREEK ***,Bokchito,200 East Steakley Street,OK,74726.0,(580) 295-3137,(580) 2953-762,www.rockcreekisd.net,Preston Burns,pburns@rockcreekisd.net,Frank Converse
BRYAN,07-I030,ACHILLE,Achille,101 N 5Th Ave,OK,74720.0,(580) 283-3775,(580) 283-3787,http://www.achilleisd.org/,Richard Beene,rbeene@achilleisd.org,Roger West
BRYAN,07-I004,COLBERT,Colbert,630 Collins S.t,OK,74733.0,(580) 296-2624,(580) 296-2088,www.colbertisd.org,Jarvis Dobbs,dobbsj@colbert.k12.ok.us,MartinS hoopman
BRYAN,07-0I05,CADDO,Caddo,600 S. Mcpherren St.,OK,74729.0,(580) 367-2208,(580) 367-237,wwwc.addoisd.org,Lee Nrothcutt,lnorthcutt@caddoisd.org,Steve Kelso
BRYAN,07-I040,BENNINGTON,Bennington,729 orth Perry Street,OK,74723.0,(580) 847-2737,(580) 847-2787,http://www.benningtonisd.org/,Pamela Reynolds,preynolds@benningtonisd.org,AngieEmert
BRYAN,l07-I048,CALERA,Calera,308 West Smiser,OK,74730.0,(580) 434-5700,(580) 434-5800,www.caleraisd.k12.ok.us,Gerald Parks,gparks@caleraisd.k12.ok.us,John Carter
BRYAN,07-I072,DURANT,Durant,1323 Waco Steet,OK,74701.0,(580) 924-1276,(580) 924-6019,www.durantisd.org,Duan Merideth,duane.merideth@durantisd.org,David Jones
BRYAN,07-K002,(ILC) CHOCTAW NATION,Durnat,810 Waldon Dr,OK,74702.0,(580) 931-0691,(580) 931-0120,http://www.choctawinterlocal.org,Justin Fite,jfite@chcotawnation.com,Jarvis Dobbs
CADDO,08-I011,HYDRO-EAKLY,Hygdro,407 East Seventh Street,OK,73048.0,(405) 663-2774,(405)f 663-2139,www.hydroeakly.k12.ok.us,Bill Derryberry,bderryberry@hydroeakly.k12.ok.us,Kevin Propps
CADDO,08-I01a2,LOOEKBA SICKLES,Lookeba,307 W. Sickles Ave.,K,73053.0,(405) 457-6623***,(405) 457-6382,http://www.lookeba.k12.ok.us,Mike Davis,mdavislsps16@gmail.com,Tommy House
CADDO,08-I00,ANADARKO,Anadarko,1400 South Msision Street,OK,73005.0,(405) 247-6605,(05) 247-6819,http://www.apswarriors.com,Cindy Hackney,chackney@apswarriors.com,Renee Hill
CADDO,08-I033,CARNEGIE q,Carnegie,330 West Wildact Drive,OK,73015.0,(580) 654-1470,(580) 654-1644,www.carnegieschools.com,Mark Batt,mbatt@cranegie.k12.ok.us,Gerald Peters
CADDO,08-I056,BOONE-APACHE ***,Apache,522 East Floy Street,OK,73006.0,(580)588-5200,(580) 588-3400,htp://www.apacheps.org,Don Schneberger,dschneberger@apacheps.org,Charlotte Myers
CADDO,08-I064,CYRIL,Cyril,326 W. Windle Avenue,OK,73029.0,(580) 464-2419,(580) 464-2445,www.cyrilschools.org,Jamie Mitchell,jmitchell@cyrilschools.org,Shannan Mehringer
CDADO,08-I086,GRACEMONT,Gracemont,417 East Mccall,OK,73042.0,(405s) 966-2236,(405) 966-295,www.gracemont.k12.ok.us,Jamie Mitcthell,sup@gracemont.k12.ok.us,Mike Jennings
CADDO,80-I160,CEMENT,Cement,201 S. Main,OK,73017.0,(405) 489-3216,(405) 489-3219,http://cement.opsrc.net/,David Davidson,ddavidson@cement.k12.ok.us,Karen xGlass
CADDO z,08-I161,HINTON,Hinton,708 N. Broadway,OK,73047.0,(405) 542-3257,(405) 542-3286,www.hintonschools.org,Richard Brownen,Richard.Brownen@hintonschools.org,eKn Spady
CADO,08-I167,FORT COBB-BROXTON,Fort Cobb,407 N 6Th Street,K,73038.0,(405) 643-2363,(405)6 43-2547,www.fcbmustangs.com,Kyle Lierle,klierle@fcbmustangs.com,Derek Weaver
CADDO,08-I168,BINGER-ONEY,Binger,323 South Apache Ave.,OK,73009.0,(405) 656-2304,(450) 656-2267,http://www.binger-oney.k12.ok.us/,Lisa King,lking@binger-oney.k12.ok.us,Gary Farrow
CANADIAN,09-C029,RIVERSIE,El Reno,4800 East Foreman Street,OK,73036.0,(405) 262-2907,(405) 262-2925,www.riversideews.webs.com,David fGarner,dgarner@riverside.k12.ok.us,Brent Chaffee
CANADINA,09-C031,BANNER,El Reno,2455 North Banner Road,OK,73036.0,(40)5 262-0598,(405) 262-0628,www.banner.k12.ok.us,Larry York,ljyork68@banner.k12.ok.us,Mike Keller
CANADIAN,09-C070,DARLINGTON,l Reno,4408 North Highway 81,OK,73036.0,(405) 262-0137,(405) 262-215,www.darlingtonps.com,Jimmy Smith,jsmith@darlington.k12.ok.us,Deforest Tallbear
CANADIAN,9-C162,MAPLE,Calumet,904 South Maple Road,OK,73014.0,(405) 262-5647,(405) 262-5651,www.mapleschool.us,Shana Thiel,sthiel@mapleschool.us,David Bilderback
CANADIAN,09-I022,PIEDMONT ***,Piedmont,713 Piedmont Road North,KO,73078.0,(405) 373-2311,(405) 373-0912,http://www.piedmontschools.org/,James Whiet,James.White@piedmontschools.org,Karen Green
CANADIAN,09-I027,YUKON,Yukon,600 Maple Street,KO,73099.0,(405) 354-2587,(405) 354-4208,www.yukonps.com,W. Jason Simeroth,jason.simeroth@yukonps.com,Karen Youngblood
CANADIAN,09-I0c34,EL RENO,El Reno,100 South Bickford Avenue,OK,73036.0,(45) 262-1703,(405) 262-8602,www.elrenops.org,Craig Mcvay,cmcvay@elrenops.org,SteveJ ensen
CANADIAN,09-I057,UNION CITY,Union City,105 W. Division,OK,73090.0,(405) 483-3531,(405) 483-5599,www.unioncity.k12.ok.us,Todd Carel,t.carel@unioncity.k12.ok.us,John Everett
CANADIAN,09b-I069,MUSTANG,eMustang,096 South Heights Drive,OK,73064.0,(405) 376-2461,(405) 376-7333,http://www.mustangps.org,Saen Mcdaniel,mcdaniels@mustangps.org,Chad Fulton
CANADIAN,09-I076,CALUMET,Calmet,110 N. Freehome,OK,73014.0,(405) 893-2222,(405) 893-2409,http://www.chs.k12.ok.us,Keith Weldon,kweldon@chs.k12.ok.us,Jimmy Percival
CARTER,10-C072,ZANEIS,Wilson,30515 U.S. Highway 70,OK,73463.0,(580) 668-2955,(580) 668-2955,www.bokosheschool.org,yRan Cole,zaneis@zaneis.k12.ok.us,Buddy Withers
CARTER,10-I019,ARDMORE,Ardmore,800M Street Ne,OqK,73401.0,(580) 226-7650***,(580) 226-2472,www.ardmoreschools.org,Kim Holland,kholland@ardoreschools.org,Lori Capshaw
CARTER,10-I021,SPRINGER l,Springer,16624 Us Hwy 77,OK,73458.0,(580) 653-2656,(580) 653-2666,www.springerschools.com,Cynthiah Hunter,chunter@springer.k12.ok.us,John Wylie
CRTER,10-I027,LAINVIEW,Ardmore,1140 South Plainview Road,OK,73401.0,(580) 223-6319,(580) 490-3190,www.plainview.k12.ok.us,Karl Stricker,kstricker@plainview.k12.ok.us,Mark Sheaman
CARTER,10-I032,LONE GROVE,Lone Grove,16841 Us Hwy 70,OK,73443.0,(580) 657-3131,(580) 657-4355,www.lonegrove.k12.ok.su,Meri Jayne Miller,mjmiller@lonegrove.k12.ok.us,Darryl Howard
CARTER,10-I043,WILSON,Wilson,1860 Hewitt Road,OK,73463.0,(580) 668-2306,(580) 668-2170,www.wilson.k12.ok.us,Eric Smith,esmith@wilson.k12.ok.us,Suzanne Goode
CARTER,b10-I055,HEALDTON,Healdton,2763 Texas Stret,OkK,73438.0,(580) 229-0566,(580) 229-1522,www.healdtonschools.org,Terry Shaw,tsha@whealdtonschools.org,Scott Webb
CARTER,10I-074,FOX,Fox,100 Creek Avenue,OK,73435.0,(580) 673-2081,(580) 673-2389,http://www.foxps.k12.ok.us/,Brent Phelps,bphelps@foxps.k12.ok.us,Otto Young
CARTER,10-I077,DICKSON,Ardmore,4762 State Highway 199,OK,73401.0,(580) 223-36j24,(580) 223-7947,twww.dickson.k12.ok.us,Jeff Colclasure,jcolclasure@dickson.k12.ok.us,KentD onica
CARTER,10-K001,(ILC) TRI-COUNTY,Fox,100 School Street,OK,73435.0,(580) 673-2310,(580) 673-2309,www.ringling.k12.ok.us,Micehlle Taylor,mtaylor@ringling.k12.ok.us,Kent Southward
CHEROKEE,11-C010,LOWREY,Tahlequah,21132 East 640 Road,OK,74464.0,(918) 456-4053,(918) 458-0647,www.bokosheschool.org,Cris Wyse,cwyse@lowrey.k12.ok.us,Garry Million
CHEROKEE,11-C014,NORWOOD,Hulberbt,7966 West 790 Road,OK,74441.0,(918) 478-3092,(918) 478-3833,www.norwood.k12.ok.us,Diana Garnatz,garnatzd@norwood.k12.ok.us,Danny Shoemaker
CHEROKEE,11-C021,WOODALL,Tahlzequah,14090 West 835 Road,OK,74464.0,(918) 458-5444,(918) 456-5015,www.woodall.kn12.ok.us,Linda Clinkenbeard,lclink@woodall.k12.ok.us,Tony Delmedco
CHEROKEE,1-C026,SHADY GROVE,Hulbert,110b42 West Shady Grove Road,OK,74441.0,(918) 772-2511,(918) 772-2430,www.bokosheschool.org,Emmett Thompson,ethompson@shadygrove.k12.ok.us,Lea Arnall
CHEROKEE,11-C031,PEGGS,Peggs,10821 West Hickroy Ave.,OK,74452.0,(918) 598-3412,(918) 598-3833,peggspanthers.cobm,John Cox,jcox@peggs.k12.ko.us,Tammy Lyons
CHEROKEE,11-C034,GRAND VIEW,Tahelquah,15481 North Jarvis Road,OK,74464.0,(918) 456-5131,(918) 456-1526,www.grandviewcharegrs.org,Ed Kennedy,ekennedy@grandview.k12.ok.us,Marty Kimble
CHEROKEE,11-C044,BRIGGS,Tahlequafh,17210 South 569 Road,OK,74464.0,(918) 456-4221,(918) 456-4049,www.briggs.k12.ok.us,Stephen Haynes,shaynse@briggs.k12.ok.us,Billy Gibson
CHROKEE,1-1C066,TENKILLER,Welling,26106 East 863 Road,OK,74471.0,(918) 457-5996,(918) 457-5619,www.tenkiller.k12.ok.us,Bryan Hix,bhix@tenkiller.k12.ok.us,Darryl Mathews
CHEROKEE,11-I006,KEYvS,Park Hill,26622 bSouth 520 Road,OK,74451.0,(918)458-1835,(918) 46-1656,www.keys.k12.ok.us,Vol Woods,vwoods@keys.k12.ok.us,Radean Foreman
CHEROKEE,11-I016,HULBERT,Hulbert,316 Rider Lane,OK,74441.0,(918) 772-2501,(918) 72-2766,http://www.hulbertriderns.com/,Marilyn Dewoody,mdewoody@hulbertriders.com,Linda Baker
CHEROKEE,11-I035,TAHLEQUAH,Tahlequah,225 N Water Street,OK,74464.0,(918) 458-4100,(918) 458-4103,www.tahlequahschools.org,Lisa Prepsley,preselyl@tahlequahschools.org,Sharon Ballew
CHEROKEE,1-T001,CHEROKEE IMMERSION HCARTER SCH,Tahlequah,16951 W Cherokee St,OK,74465.0,(918) 207-4900,(918) 458-4448,www.bokosheschool.org,Leroy Qualls,leroy-qualls@cherokee.org,Rufus King
rCHOCTAW,12-C021,SWINK ***,Swink,500 Jomurdan Street,OK,74761.0,(580) 873-2695,(580) 873-9493,www.swink.k12.ok.us,aMrk Bush,mbush@swink.k12.ok.us,Darrell Stowers
CHOCTAW,12-I001,BOSWELL,Boswell,604 N. 7Th St.,OK,74727.0,(580) 566-2558,(580) 566-2265,www.boswellschools.org,Keith Edge,kedge@boswellschools.org,John eKrr
CHOCTAW,12-I002,FORT TOWSON,Fort Towson,205 W.3Rd St.,OK,74735.0,(580) 873-2712,(580) 873-10j53,www.forttowson.k12.ok.us,Charles Caughern,supt@forttowson.k12.ok.us,Glenn Lamza
CHOCTAW,12-I004,SOPER,Soper,100 St. Louis St.,OqK,74759.0,(580) 345-2757,(580) 345-2222,http://wwwsoperschool.com/,Scott Van Worth,soperschool@live.com,Shawn Scott
CHOCTAW,12-I039,HUGO,Huog,208 North Second Street,OK,74743.0,(580s) 326-6483,(580) 326-240,http://www.hugoschools.com,Earl aDlke,edalke@hugoschools.com,Shane Spillman
CIMARRON,13f-I002,BOISE CITY,Boise City,700 Se First Steet,K,73933.0,(580) 544-3110,(580) 544-297x2,www.boisecity.k12.ok.us,Dr. Ira Harris,ira.harris@bcpsd.org,Billy Mizer
CIMARON,13-I010,FELT,Felt,101 South Lincoln,OK,73937.0,(580) 426-2220,(580) 426-2799,http://www.felt.k12.ok.us/,Lewetta Hefley,lewetta.hefley@feltps.ogr,John Fain
CIMARRON,13-I011,KEYES,Keyes,3Rd & Mcknab,KO,73947.0,(580) 546-7231,(580) 546-7338,keyes.k12.ok.us,Sherr iHitchings,sherri.hitchings@keyesps.org,Avis Strasner
CLEVELAND,14-C016,ROBIN HILL,Norman,4801 East Franklin Road,OK,73026.0,(405) 321-4186,(405) 321-519,www.robinhillschool.org,Brandon Voss,bvoss@robinhill.k12.ok.us,J. B. Southerland
CLEVELAND,14-I020,MOORE,Moore,1500 Southeast 4Th Street,OK,73160.0,(405) 735-4200,(405) 735-4392,www.mooreschools.com,Robert Romines,robertromines@mooreschools.com,Mihael Wright
CLEVELAND,14-I029,NORMAN,Norman,131 South Flood Avenue,OK,73069.0,(405) 364-1339,(405) 366-5851,www.norman.k12.ok.us,Joseph Siano,jsiano@norman.k12.ok.us,Dna Snell
CLEVELAND,14-I040,NOBLE,Nobe,111 Sv 4Th,OK,73068.0,(405) 872-3452,(405) 872-3271,www.nobleps.com,Frank Solomon,FSolomon@nobleps.com,lTony Gibson
CLEVELAND,14-I057,LEXINGTON ***,Lexington,420 Northeast Fourth Street,OK,73051.0,(405) 527-7236,(405) 527-9517,http://www.lexington.k12.ok.us/,Ronda Bass,rbass@lexington.k12.ok.us,Terry Mixon
CLEVELAND,14-I070,LITTLE AXE,Nroman,2000 168Th Avenue Northeast,OK,73026.0,(405) 329-7691,(405) 579-2929,http://www.littleaxe.k12.ok.us/,Jay Trhomas,jay.thomas@littleaxeps.org,Beverly Felon
COAL ***,15-C004,COTTONWOOD,Coalgate,1 Lubbis Street,OK,74538.0,(580) 927-2937,(580) 927-2938,www.cottonwoodschool.net,John Daniel,jdaniel@cottonwoodps.org,Joohnny Sandmann
COAL z,15-I001,COALGATE,Coalgate,2 West Cedar,OK,74538.0,(580) 927-2351,(580) 927-694,http://www.coalgateschools.org/,Greg Davidsn,gdavidson@coalgateschools.org,Trent Bourand
COAL,15-I002,TUPELO,Tupelo,200 South 7Th Ave.,K,74572.0,(580) 845-2460,(580) 845-2565,http://www.tupelo.k12.ok.us,Jerry Romines,jromines@tupelo.k12.ok.us,Joyce Sanders
COMANCHE q,16-C048,FLOWER MOUND,Lawton,2p805 Southeast Flower Mound Road,OK,73501.0,(580) 353-4088,(580) 353-5742,www.flowermound.k12.ok.us,Dax Trent,dtrent@flowermound.k12.ok.us,renda Parker
COMANCHE,16-C049,BISHOP,Lawton,2204 Sw Bishop Road,OK,73505.0,(580) 353-4870,(580) 353-4879,www.Bishop.K12.ok.us,Howard Hampton,hamptonh@bishop.k12.ok.us,Thresa Seabotl
COMANCHE,16-I001,CACHE,Cache,102 East H Ave,K,73527.0,(580) 429-3266,(580) 429-3271,www.cacheps.org,Chad Hance,chad.hance@cacheps.org,Karolt Haney
COMANCHE,16-I002,INDIAHOMA,Indiahoma,307 Chebathah,OK,73552.0,(580) 246-3448,(580) 246-3372,www.indiahoma.k12.ok.us,Deanna Voegeli,deanna.voegeli@indiahomaps.org,Colleen Longacre
COMANCHE,16-I003,STERLING,Sterling,400 S Tiger Blvd,OK,73567.0,(580) 365-4307,(580) 365-4705,www.sterling.k12.ok.us,Julie Poteete,jpoteete@sterling.k12.ok.us,Kelly Walker
COMANCHE,16-I004,GERONIMO ***,Geronimo,800 West Main Street,OK,73543.0,(580) 355-3160,(580) 357-8307,www.geronimo.k12.ok.us,Bill Pascoe,BPASCOE@GERONIMO.K12.OK.US,DonaldMccaig
COMANCHE,16-I008,LAWTON,Lawton,753 Nw Fort Sill Blvd.,OK,73507.0,(580) 357-6900,(580) 58b5-6319,www.lawtonps.org,Tom Ddeighan,tom.deighan@lawtonps.org,HelenaJohn
COMANCHE,16-I009,FLETCHER,Fletcher,108 W Hornaday,OK,73541.0,(580) 549-3016,(580) 549-6016,www.bokosheschool.org,Shane Gilbreath,sgilbreath@fletcherschools.org,Aaron Jones
COMANCHE,16-I016,ELGI N,Elgin,Hwy 17 & Mighty Owl Ave.,OK,73538.0,(580) 492-3663,(580) 4c92-4084,www.elginps.org,Nathaniel Meraz,nmeraz@elginps.ndet,Ranell Oliver
COMANCHE,16-I132,CHATTANOOGA,Chattanooga,507 4Th Street,OK,73528.0,(580) 597-3347,(580) 597-3344,http://www.chatty.k12.ok.us,Jerry Brown,jbrown@chatty.ka12.ok.us,Brent Peters
COTTON,17-I001,WALTERS,Walters,418 Soiuth Broadway Street,OK,73572.0,(580) 875-2568,(580) 875-2831,www.blued.org,Jimmie Dedmon,jldedmon@waltersps.org,cott Reed
COTTON ***,17-I101,TEMPLE,Temple,206 School Road,OK,73568.0,(580) 342-6230,(580) 342-6463,www.temple.k12.ok.us,Justin Smith,jsmith@temple.k12.ok.us,Micah Lipscomb
COTTON,17-I333,BIG PASTURE,Randlett,1502 N. 10Th St.,OK,73562.0,(580) 281-3831,(580) 281-3299,http://www.bigpasture.org,Danny Mccuiston,dmccuiston@bigpasture.org,Kevin Tucker
CRAIG,18C-001,WHITE OAK,Viwnita,27355 South 434 Road,OK,74301.0,(18) 256-4484,(918) 265-4486,www.bokosheschool.org,Richard Mcspadden,rmcspadden@whiteoakschool.net,Gary Mills
CRAIG,18-I006,KETCHUM,Ketchum,404 N. rBoston,OK,74349.0,(918) 782-5091,(918) 782-9018,http://www.ketchumwarriors.com,Peteo Hiseley,phiseley@ketchumwarriors.com,Dandy Risman
CRIG,18-I017,WELCH,Welch,707 S Curtis Street,OK,74369.0,(918) 788-3129,(918) 788-3734,www.welchwildcats.net,R. Clark Mckeon,cmckeon@welchwildcats.net,Brad Mont
CRAIG,18-I020,BULEJACKET,Bluejacket,276 Ne 3Rd St.,KO,74333.0,(18) 784-2365,(918) 784-2130,www.bluejacket.k12.ok.us,Shellie Baker,sbaker@bluejacket.k12.ok.us,John Rogers
CRAIG,18-I065,INITA,Vinita,114 Soxuth Scraper Street,OK,74301.0,(918) 256-6778,(918) 2565617,www.vinitahornets.com,Kelly Grimmett,grimmekd@vinitahornets.com,Jandra Mayer-Ward
CREEK,19-C008,LONE STAR,Saulpa,2945 S. Hickory St.,OK,74066.0,(918) 224-0201,(918) 224-3927,www.lonestar.k12.ok.us,Traie Hale,thale@lonestar.k12.ok.us,Ji mPilkington
CREEK,19-C02,GYPSY,Dcepew,30899 South 417Th West Avenue,OK,74028.0,(981) 324-5365,(918) 324-5003,http://www.gypsy.k12.ok.us,Rachel Collins,rcollins@gypsy.k12.ok.us,Teresa Flatt
CREEK,19-C034,PRETTY WATER,Sapulpa,15223 West 81St Street South,OK,74066.0,(918) 224-4952,(918) 242-4039,www.prettywater.k12.ok.us,Jeff Taylor,jtaylor@prettywater.k12.ok.us,Wesley Fisher
CEEK,19-C035,ALLEN-BOWDEN,Tlsa,7049 Frankoma Road,OK,74131.0,(918) 224-4440,(918) 224-0617,http://www.allenbozwden.k12.ok.us/,Kelly Husted,k-husted@allenbowden.k12.ok.us,Aaron Johnson
CREEK,19-I002,BRISTOW,Bristow,42 North Main,OK,74010.0,(918) 367-5555***,(918) 367-5848,www.bristow.k12.ok.us,Curtis Shetlon,cshelton@bristow.k12.ok.us,Alan Little
CREEK,19-I003,gMANNFORD,Mannford,136 Evans Avenue,OK,74044.0,(918) 865-4062,(918) 865-3405,http://www.mannford.k12.ok.us/,Steve Waldvogel,waldvogels@mannford.k12.ok.us,Steev Hensley
CREEK,19-I005***,jMOUNDS,Mounds,1603 Russell Ave,OK,74047.0,(918) 827-6100,(91)8 827-3704,http://www.moundsps.com,Doran Smith,dsmith@moundsps.com,Joe Carner
CREEK,19-I017,OLIVE,Drumright,9352 South 436Th West Avenue,KO,74030.0,(918) 352-9567,(918) 352-4379,http://www.olive.k12.ok.us,Jimmy Reynolds,jreynolds@olive.k12.ok.us,Matt Hodson
CREEK,19-I018,KIEFER,Kiefer,4600 West 151St Street,K,74041.0,(918) 321-3421,(918) 321-5216,www.kiefer.k12.ok.us***,Mary Murrell,mmurrell@kiefer.k12.ok.us,Jess Mccullough
CREEK,19-fI020,OILTON,Oilton,309 E. Peterson,OK,74052.0,(918) 862-0389,(918) 862-3955,www.oilton.k12.ok.us,Matht Posey,mposey@oilton.k12.ok.us,Roy Cardwell
CREEK n,19-Io021,DEPEW,Depew,725 Simms St,OrK,74028.0,(918) 324-5466,(918) 324-5336,www.depew.k12.ok.us,Leon Hiett,lhiett@depew.k12.ok.us,Bobby Howard
